51,45
-30,-17
-88,58
-45,62
72,47
27,-42
-12,63
-46,18
60,86
-98,-80
-63,-73
-16,-66
-46,-56
65,41
-72,26
58,43
-39,-23
-72,-18
-60,5
-23,51
0,77
39,12
-88,-27
-22,-42
-32,38
-49,71
38,-67
-31,98
-52,45
76,64
-39,-8
-8,-54
-63,-87
-38,-56
53,16
97,22
-82,13
-31,66
-97,3
-36,90
98,87
-3,79
13,93
-66,-84
87,-84
-61,56
-98,42
28,-90
-60,73
82,33
71,35
-69,86
32,93
-64,38
-34,31
40,-20
56,-21
82,71
30,32
18,81
22,-76
25,-92
-87,96
-21,-63
-44,-9
-52,60
90,97
-52,-40
26,-93
95,58
29,-95
-37,26
58,63
-50,78
80,17
67,38
-9,-16
85,29
9,-95
-100,44
-34,-86
63,57
-65,-41
3,-45
-47,95
98,67
-16,-80
-98,78
-38,60
43,-25
12,87
-27,5
16,-54
-53,-70
-38,82
78,-72
-66,-20
83,-99
-43,70
41,-96
-54,-3
-41,54
-90,49
-5,-7
10,-70
-9,21
90,41
-13,50
-80,-50
-52,-25
-88,43
-95,-55
79,-99
-99,77
41,70
1,7
-95,65
89,76
-42,73
-71,-42
7,48
-96,70
42,18
55,73
-51,1
81,58
13,-4
21,-44
99,-95
-9,-91
8,10
-37,1
8,-2
-29,-23
-83,25
75,-88
8,-76
36,5
87,-56
-43,-26
-71,62
3,-34
43,-29
-78,-24
-93,-63
62,-57
30,12
-90,-80
-74,-55
-12,-87
-30,31
-73,-96
14,-75
29,-8
91,-74
-86,87
40,31
94,16
60,77
58,66
-32,-84
99,91
-14,-40
-16,-44
-92,-65
66,-90
-33,21
-38,-93
-66,-69
48,40
79,-72
-72,1
-44,-81
-41,-23
-60,39
41,59
-59,-39
43,-90
-67,-98
81,-16
-65,44
87,-52
1,45
-24,-96
-5,19
-30,-50
72,-26
-16,-71
-59,34
96,-97
-25,33
15,-93
54,-86
-29,83
-37,76
2,5
-74,-16
95,-42
-6,-40
20,-28
53,60
-84,58
59,-70
-22,-40
-1,-88
-80,-100
16,-27
-49,45
29,-61
-92,42
-73,52
-76,57
-30,62
-39,-43
6,27
19,95
60,7
-75,-33
-24,77
68,-8
-4,-56
-29,-43
-26,-51
-91,-20
98,-21
-97,-90
-5,80
-49,-96
95,-42
-35,-6
4,-41
-35,35
89,43
6,-12
-32,65
94,-56
-54,30
46,-84
-53,-67
46,-39
50,58
77,-80
-78,12
0,-95
-25,-53
-10,-9
-2,88
-60,98
14,65
55,59
-17,-77
-7,57
48,11
-100,-6
19,92
-61,40
12,34
43,-67
100,-18
-77,17
-41,-93
-33,83
29,56
-12,-89
92,52
-89,-39
68,-71
53,78
-90,-81
45,-31
71,35
36,-84
-39,6
72,94
-60,53
-28,69
78,-11
-10,-30
3,-65
-4,76
48,88
7,-97
29,12
-82,99
90,85
81,-51
-6,82
-8,-31
51,-76
40,63
-73,-69
59,-16
-18,-66
-18,1
31,-84
-7,49
99,83
41,36
78,-98
31,-98
90,29
88,28
-80,-86
25,-74
-22,84
5,35
-23,-33
86,-81
-4,-90
-64,-15
-58,-65
47,92
11,59
44,5
23,-14
23,-6
16,-16
-80,67
-81,-36
-70,-85
-53,-27
52,19
-24,13
-72,39
-23,-70
21,60
-55,-82
-8,-70
-21,-83
-96,29
23,4
-13,90
-87,78
60,-86
27,-72
98,75
50,-26
43,21
35,-37
-17,-96
50,89
66,89
75,-25
-94,57
-100,13
15,9
-36,-98
-95,77
-83,73
4,-40
71,86
24,-57
82,-84
58,23
-31,-4
33,-47
22,71
-4,68
-43,-47
-66,-41
-8,71
-99,-75
96,48
29,15
70,79
-66,77
-60,-45
26,-77
-61,-70
44,92
21,10
11,-55
-31,-5
-2,-82
-97,96
-22,13
-87,5
75,-58
-75,-95
-37,-62
-4,-13
-86,55
68,-43
-84,35
-77,-87
18,21
-82,37
-72,-58
-39,36
7,62
72,-68
87,-16
0,-11
59,75
-87,-71
68,-30
63,-42
-97,-9
-87,-9
47,-2
-6,-45
-62,-29
2,80
-71,-85
48,-60
59,-53
52,82
-55,97
-50,-100
-96,-4
-29,48
43,62
86,34
-64,-75
97,-32
-66,64
9,33
-44,80
-61,-48
-49,45
7,-93
5,1
43,48
23,-98
-72,-35
24,-66
-75,12
4,-12
-81,-91
71,48
-99,31
-8,-99
-98,-60
22,100
-76,74
69,-70
51,39
-15,-53
42,56
-10,28
73,-28
-23,76
14,92
-38,54
-94,58
-62,-27
-38,66
44,-14
-70,29
46,-71
15,-25
-28,57
-37,7
95,30
45,-4
17,-52
-69,61
37,70
50,47
-39,88
17,-55
52,13
83,88
92,6
-4,-26
64,22
-60,-8
42,-54
5,-65
-74,78
-29,-44
68,95
22,-21
10,-88
37,-100
45,77
22,-48
75,12
-92,93
-34,43
-85,-79
-52,-71
-4,-57
-24,4
-66,-2
16,92
-24,21
-97,51
-22,83
74,-99
-22,-51
-63,-73
-33,-90
-59,8
-16,-81
-46,98
-69,17
83,24
-40,-54
-8,44
-42,-87
-16,-75
-77,31
89,-74
-29,52
2,2
-15,10
52,43
35,38
-20,6
37,72
-100,72
31,-6
95,73
94,41
-4,-28
22,18
-17,70
-83,-95
-93,86
-47,-12
85,-54
95,-10
-74,-50
-62,-26
47,-93
-93,-18
14,93
20,61
56,97
37,-4
-26,-62
39,6
33,-2
31,-63
-16,-24
-24,57
-50,34
48,-93
46,39
30,57
40,-37
-65,17
-99,57
97,-72
3,1
-9,1
-15,26
44,14
-43,-41
61,88
55,-26
55,-14
-13,73
-76,-55
4,-99
-93,9
-23,-25
61,99
30,57
18,37
24,-12
-98,-17
-81,-81
58,-90
-93,67
44,-3
63,33
-76,-74
36,-2
94,21
58,0
71,-99
-50,-63
-20,97
1,-87
42,16
-86,84
-21,-3
-26,29
-3,-61
-78,18
43,96
63,39
-89,-51
37,-72
-35,-73
67,-35
59,78
-53,-70
48,-60
18,-93
54,61
-35,-77
67,17
8,-6
62,76
-26,18
-80,51
81,-68
-84,-31
32,98
-33,-61
74,72
20,-48
-67,48
-67,-32
-97,56
-72,-68
-37,-36
56,49
19,-66
-95,38
-60,47
30,71
20,18
-51,-2
-8,81
34,20
-94,49
-68,98
-57,-15
-85,-82
16,44
-74,-55
-37,69
-14,-97
51,-84
69,6
10,100
1,31
11,-12
22,-45
-88,-100
-90,-40
-46,1
-85,36
92,79
-2,-78
-50,-70
2,-9
-38,-5
79,2
96,83
72,-27
-55,66
4,28
86,-50
73,66
-45,-77
65,-80
-72,39
-71,-41
-46,-90
-16,-61
-99,-34
50,-29
-87,60
-63,-13
-78,96
24,-29
-69,-82
-69,-100
-76,-53
-60,62
97,-57
52,64
-10,-12
-47,21
38,3
-92,-67
16,-8
-92,11
26,-93
80,-90
-29,48
2,-97
-78,-56
40,-40
-18,-2
50,-2
-96,96
100,-21
25,50
-96,-4
-17,95
82,36
17,-46
-70,-3
78,-93
66,54
-93,66
25,-57
-72,-27
93,-40
91,45
-27,20
-34,35
59,-96
-62,-66
54,-59
24,70
60,89
-63,-46
-85,83
-24,-57
-41,43
43,77
37,73
-45,95
-43,53
49,-2
-45,34
-53,38
60,76
29,79
-96,37
-20,-59
2,-67
34,-61
-39,-64
36,68
97,-60
-41,-14
21,-69
-29,64
-90,70
93,27
92,-18
21,-88
-16,26
-81,-77
-59,83
-94,34
-35,-46
-75,95
4,-32
-32,38
-76,-95
43,5
-77,23
-22,-71
14,-18
-91,-50
-96,-56
29,76
51,50
37,46
23,79
29,81
50,35
-6,79
32,65
-86,4
58,52
-52,72
-92,-3
-88,-88
-88,88
73,-85
-30,97
34,-47
-16,99
-17,-82
-3,85
-67,35
-99,11
100,-14
18,26
98,-72
-90,-100
24,72
-97,2
-60,99
6,-54
-96,44
12,-69
99,-78
-49,69
-44,28
84,54
-93,59
23,65
16,-64
-83,35
-73,-51
100,50
9,-13
52,-68
-31,-85
67,57
88,-7
14,-87
-36,80
34,5
63,45
-87,62
-72,-10
97,24
-85,-46
-41,-44
38,35
-33,89
32,-34
-51,84
-72,80
76,-65
-6,-19
57,-2
-82,84
-3,11
-59,87
10,77
3,-37
-85,-73
-50,99
76,27
-29,68
-66,-53
-6,0
52,68
-41,-49
-63,16
1,-49
11,72
-81,78
38,-83
-32,-70
100,-26
-77,91
-60,-12
99,-11
46,30
-93,91
-77,-81
68,86
-29,83
61,94
-16,16
40,-43
-7,12
-15,-77
2,-74
-54,-12
93,-65
-33,39
-58,28
-46,-45
-5,-80
-99,-45
-38,-54
25,68
48,99
-89,83
63,-14
42,-35
-65,93
43,-6
-20,0
59,-98
-44,14
35,71
-46,20
20,-12
-17,65
50,11
59,-89
81,-34
100,-47
-54,-60
-76,74
20,37
89,-34
-7,-81
-32,41
38,4
-18,50
13,-21
6,30
-11,-71
-58,66
-84,-88
-58,18
-83,-11
-22,93
-17,80
8,81
-42,-24
-41,-88
-36,-39
-2,16
26,-68
-96,-56
-74,11
-63,-12
-6,67
-56,4
77,99
26,-73
-83,18
91,-73
84,6
1,-91
-89,-13
90,-47
-48,-97
-60,36
50,53
28,71
11,-21
61,70
22,-94
-66,-8
27,-78
28,-5
-1,31
31,65
98,-30
-17,-8
40,-16
-86,-58
48,53
47,25
47,31
-75,-86
-29,-19
-87,44
-31,74
-57,-61
-44,-100
-20,-2
-58,99
-49,-69
-99,-98
89,64
-34,-56
-92,92
-61,-50
-55,74
25,-96
17,42
50,40
-67,82
-95,-56
-98,-60
38,58
16,-9
-75,-62
-100,9
-41,32
72,-63
-79,98
9,-83
1,15
76,-64
16,-50
-67,-2
-34,-43
8,-85
-22,33
19,-62
96,-4
1,-30
29,-24
25,11
65,87
77,-51
-51,53
52,-23
53,96
37,35
-1,-98
31,-18
-95,59
67,39
94,-24
6,-54
11,7
-48,-94
-44,22
37,-18
42,45
-52,-14
32,-98
-34,-55
11,-23
13,-40
11,21
-2,86
-33,51
90,-78
-56,-30
66,-46
21,-14
29,-35
-39,11
-99,62
-75,-1
55,-9
72,-57
-32,-13
-49,-63
-36,-30
24,-1
53,1
-3,-95
57,-68
56,-20
-96,-12
24,-54
41,-86
79,11
-55,9
48,93
34,-43
-35,-55
56,-42
68,88
-62,11
36,2
38,-49
67,94
22,6
73,2
-55,40
-88,32
93,61
29,-96
14,71
98,64
21,11
84,-35
56,13
-20,94
46,-15
-23,44
86,-84
-82,83
23,-32
-32,-43
18,98
-88,-9
-90,-91
10,51
51,67
-46,67
-97,-64
74,95
-87,43
35,35
79,-12
-5,38
92,82
75,49
2,20
8,-51
-78,13
-71,43
57,-39
68,-9
0,-24
-58,-91
-82,-49
-16,-14
-69,9
-38,-31
-22,-63
-79,-55
-13,68
-70,100
-59,-83
-34,21
-58,3
-17,0
88,55
16,-64
36,44
-17,94
94,-4
-93,30
-66,20
-97,16
-39,83
-95,31
37,37
6,-76
-11,66
16,-66
71,21
14,-73
61,-94
53,-31
99,1
61,-69
86,-24
-90,15
77,27
64,94
82,-33
-93,-41
-44,22
-33,68
-90,-64
-45,63
-30,-34
-9,21
7,91
90,89
-72,89
-72,-92
-5,58
-87,-10
47,-51
-21,-53
-98,-33
-66,72
94,-44
96,-22
-50,15
-18,-54
53,40
72,-59
13,37
84,64
-71,-81
-34,-98
31,-36
-63,-61
27,44
39,-83
13,-29
-59,79
16,38
27,36
-81,-81
21,-56
-85,51
-24,-21
-64,-96
42,-36
6,-4
42,98
-2,98
91,81
68,52
-61,67
59,-17
19,-70
-32,-95
3,-8
-21,62
-70,-76
-79,7
10,27
-50,100
60,-96
100,41
-27,40
50,97
11,-10
33,-26
28,64
18,-12
-11,52
58,-90
93,95
-38,12
5,12
-21,-81
-30,-73
-58,88
72,-16
20,-72
-91,77
-11,52
18,77
-4,-95
-70,-92
-20,-99
-10,95
-3,-64
1,72
-17,56
41,-89
38,-95
-1,-90
-51,-60
15,43
-15,-93
-50,29
84,-34
71,19
-13,-17
-2,50
-3,47
-43,-47
67,68
-65,11
-87,-49
90,34
-98,-26
67,-81
55,5
36,-8
13,20
-53,4
80,-31
45,-41
-90,-49
-65,-8
-21,-96
62,-30
-17,12
-19,76
-58,27
93,-42
72,16
95,5
-48,26
-71,21
-80,58
-76,20
97,-74
-11,-52
9,-74
27,-77
-24,-3
15,85
96,89
-63,-3
45,46
17,-43
-72,21
-3,-84
92,15
-62,-63
-66,-86
-79,41
-59,-26
-9,-76
13,18
-83,-59
-60,85
-67,-98
70,-34
33,36
-2,4
-73,-15
60,-58
2,7
45,0
1,-75
-82,-8
-12,96
80,-88
-55,-72
38,60
-14,-62
42,-89
33,-38
-19,-89
76,6
-24,-75
-34,-62
-36,74
29,-77
-9,-75
1,29
71,-38
49,-15
-96,-33
-82,63
58,-94
70,-93
-3,76
43,-33
4,-7
1,49
-14,96
21,-68
-6,33
-99,-32
-75,60
-13,84
-35,-55
23,-72
-36,34
72,-28
26,96
-35,58
87,-12
13,-59
-5,75
47,16
-87,-53
49,51
-6,72
-37,-23
8,51
-89,39
-64,-12
-53,82
66,49
-22,-94
-59,74
-24,4
20,-94
49,-50
-2,31
16,4
8,69
-28,47
-40,-18
85,10
-2,-63
100,-66
89,58
-28,-86
97,49
15,87
-84,27
-65,-22
-80,23
-92,40
-15,93
-59,-57
-54,-30
42,28
1,-71
-21,-54
-16,-94
-1,9
53,-44
96,-22
34,-26
77,67
-61,-10
24,12
57,-90
-5,-47
73,-68
-43,29
30,-75
-82,-35
-96,-21
93,41
-6,59
-1,11
-30,-27
-58,-11
-79,-48
88,50
-55,61
-29,-47
12,-71
50,-70
20,85
-16,-21
-70,91
-73,76
-49,33
-63,52
98,72
91,8
81,51
38,19
-70,-4
95,-83
-52,96
61,-55
-82,-15
-29,2
75,-87
90,-64
-43,58
75,-76
-68,1
66,-51
-68,54
-35,87
55,-50
-16,90
-65,-10
-39,-77
98,12
51,96
32,-1
21,-51
-56,-44
11,65
46,30
96,40
91,28
-89,32
-48,1
-85,70
-77,-46
8,-23
86,94
34,34
-5,57
24,64
3,-8
-87,-39
80,8
-25,24
-70,-89
27,20
5,78
59,-87
63,-91
-97,39
-63,-82
95,-49
-68,-56
-39,-20
-49,-94
-97,-36
-43,38
75,87
18,-43
66,-41
57,-68
-56,49
-62,-47
61,-8
-61,62
32,91
81,57
-65,76
46,-79
-37,-87
41,-50
-58,1
55,-6
-90,24
5,-34
-82,77
-70,12
96,-69
1,49
-25,9
-62,-75
-50,7
-20,47
56,88
-89,35
17,-96
5,20
94,11
-64,-88
96,-86
-28,56
0,35
-61,-61
-61,55
86,-64
57,23
-65,98
-90,72
-3,73
-5,-60
-75,14
57,91
40,-10
40,-76
-20,-56
-65,-54
-29,-85
95,37
61,69
-85,95
-15,-14
63,91
32,15
6,-89
9,69
69,-73
46,-46
-9,-85
-79,-35
-29,-2
31,-21
100,-4
97,78
15,-85
-45,21
55,-77
51,78
-42,84
-59,18
86,-91
-19,-1
22,76
-20,15
-26,-56
-56,-84
20,-31
-63,-57
-58,-31
20,74
34,-60
-31,-79
-14,-57
100,65
96,25
72,-50
98,-83
-15,-79
-100,58
-46,-77
-29,-59
40,-19
80,-42
74,-20
-53,-8
85,27
-50,-7
-43,22
-61,-87
-7,20
41,-94
-54,9
-92,17
-6,38
35,-18
3,42
53,33
37,-48
-73,68
74,-4
-83,-59
32,-79
-93,-44
56,-85
-9,18
-13,7
-81,-66
96,52
65,42
-84,69
53,19
-72,-97
-33,-48
98,-96
-57,-46
98,4
62,2
-77,82
-66,-28
-25,-50
-78,76
14,-84
-89,-57
-78,28
-83,44
-29,-81
-61,-36
-71,-18
-100,-19
43,-73
67,53
-98,-57
99,2
2,-74
52,-84
92,-5
43,-77
64,-25
29,3
80,-2
10,22
3,-20
38,-40
12,25
73,93
92,-27
-27,7
45,47
58,78
71,61
100,91
65,25
34,34
74,-48
-42,-8
-76,1
-13,-21
-80,20
68,0
8,99
-10,-10
97,-20
-26,-8
3,-97
-78,64
-15,-80
45,-60
67,1
-43,-56
-12,-78
-94,-88
19,91
74,-22
2,-66
-2,60
-10,-47
-81,64
25,-40
17,31
73,3
-22,-77
40,72
-86,32
56,-81
40,-4
94,-83
78,91
-55,-66
93,5
60,11
-61,56
-88,98
82,-36
-93,-72
-80,85
-41,-20
-70,1
-77,-98
-74,71
-61,100
-50,-64
-6,-29
45,77
46,-55
-21,-26
-17,-52
-29,29
-35,20
-82,-5
100,-46
-62,-46
30,-63
44,-64
-21,93
-89,-72
-31,81
-51,44
-80,-23
-16,42
-83,89
-48,-69
-68,77
-10,-24
95,-78
-48,93
29,5
-66,6
15,61
-13,-20
73,93
-22,77
8,-15
-19,67
-23,-46
37,-45
-88,-26
-24,-49
-29,65
44,69
-23,-8
-65,-60
-41,85
37,57
40,95
64,67
18,-24
11,15
48,-29
-42,52
-47,-83
-78,-3
-73,-63
49,-9
-1,76
-59,76
90,-60
-58,-39
-92,-47
-74,55
71,51
8,12
-75,-47
47,82
18,20
39,-87
32,42
96,49
-27,-22
-2,-48
100,-38
93,18
-88,-48
-80,-55
6,-93
16,3
28,43
26,44
-14,91
-81,-19
-97,40
23,86
-31,3
-81,-75
-87,-81
0,31
-86,3
75,-49
-68,-10
0,-66
76,-94
-46,27
59,-92
-77,-38
8,57
74,-23
-34,-49
-59,7
-5,11
-16,1
90,62
83,4
61,48
-39,14
73,-82
69,-23
-31,-89
36,-86
28,30
81,-7
-27,9
-68,55
-83,-100
-90,69
-11,88
-77,89
77,53
89,14
94,-58
-41,-28
-96,11
71,88
-25,-60
15,79
-59,67
-60,-60
93,16
95,83
5,-56
83,-40
-37,61
-94,100
-69,-57
2,-3
22,22
4,92
-86,43
56,63
63,-53
42,9
51,-53
5,34
6,12
91,79
-76,-8
98,91
66,-83
15,-21
-46,-42
5,33
-72,-65
-12,-90
-74,-69
45,21
-67,-74
100,78
-5,14
-91,81
13,27
-49,-88
-72,19
60,-97
88,-52
12,45
-42,-64
-90,-52
55,89
14,14
-94,-86
-57,20
-89,-73
98,-96
-97,88
27,29
92,-43
62,-71
-22,41
72,26
90,-74
-58,40
-75,-50
49,40
-14,-25
49,-71
71,-25
-26,-64
-11,-100
88,6
97,94
25,84
-62,9
-32,-79
-36,69
-33,5
-93,-87
14,-73
-95,-8
-87,-24
64,77
15,-26
29,42
33,-61
95,-60
13,-47
76,78
-90,-27
80,35
-3,-18
40,23
-44,-73
-85,-93
11,-14
