-66,77,44,77,27,-35
-96,-15,50,-96,82,28
-61,38,39,69,44,-46
82,-18,-80,-44,91,12
35,-11,39,-62,-48,-64
-3,5,89,-17,-19,56
40,21,-29,-41,51,46
65,38,-55,-18,-15,-72
-97,21,-40,18,-93,-34
44,-22,85,59,32,-37
-74,57,-17,95,-28,48
100,-61,-12,62,-78,67
19,84,-64,22,-26,13
-19,-99,95,-89,-19,-68
48,-5,36,53,-75,13
-51,23,-56,90,-41,80
94,5,-93,-13,37,73
52,-64,-49,37,-28,-53
72,3,-51,62,-61,4
-64,52,70,28,77,-39
-98,31,79,14,-64,72
-41,-82,16,21,-88,-37
-95,-88,62,-93,97,1
33,72,63,66,-81,-55
65,-22,-2,-17,85,81
-25,74,-88,-55,-51,-38
-54,-45,33,-88,22,12
73,25,63,89,76,-47
8,18,-15,72,-15,85
79,-16,55,15,21,-98
-65,96,-40,36,6,93
5,-68,64,-52,-47,81
-62,-91,-48,37,-83,43
1,52,-48,58,45,47
45,73,-73,28,-58,92
88,45,-4,-74,-19,-94
9,-37,35,-2,-67,-32
-89,-86,1,79,-61,-90
68,-85,13,-7,-39,-94
24,79,19,-76,35,14
-64,-72,-82,-99,-31,-82
14,20,6,46,96,-32
100,28,-29,-83,59,52
-92,93,-84,-32,87,30
-26,-70,-57,64,-72,8
-27,-68,11,-37,-100,-6
-100,56,-12,79,100,46
14,60,11,97,-76,27
4,-99,4,-41,54,-94
-89,-74,46,99,31,-22
82,-39,-58,-21,81,-88
-7,75,-1,-6,-14,-85
22,75,15,85,-42,-40
-2,52,82,-12,69,-68
47,-56,18,-7,-22,-50
-67,54,21,-100,-5,10
-17,-68,84,-41,34,70
93,-32,96,70,-22,95
-13,-75,98,-67,-29,0
41,11,-21,-9,25,-5
43,-19,-14,-58,-88,61
-16,41,-66,-19,-31,-37
77,-77,-44,28,12,80
-41,70,98,30,-91,-37
89,55,57,-37,-48,95
-3,-21,-87,-2,-97,64
47,5,-35,13,34,55
50,-91,-8,9,82,60
-50,-47,25,79,49,-36
33,-30,-29,84,-17,-74
-57,92,-42,50,69,-94
29,34,66,95,22,-56
30,87,-74,-64,29,3
-2,96,45,-58,68,8
-23,70,-80,94,57,100
-70,-27,-81,45,35,-34
-18,51,-35,-36,-52,-51
24,63,81,7,27,-7
50,54,-81,-75,-16,-9
53,98,-74,-79,12,-60
-58,-8,-9,54,-66,-31
-63,-21,-45,44,66,20
18,-56,92,53,84,36
-42,-39,19,-6,22,-31
-56,-48,-26,22,10,-40
-89,-76,64,-85,-6,86
-45,-15,94,15,77,-55
-50,5,-32,-33,-99,67
23,-13,98,-97,48,15
69,46,-9,85,18,-81
-90,12,-1,-75,-18,-55
-30,-6,63,-29,41,-62
-44,-13,89,36,35,-19
60,-84,-53,-52,-26,-35
81,59,81,-19,-12,0
-54,-92,-90,23,99,-65
-88,26,-35,96,14,-48
95,-4,7,11,-23,17
-80,-56,60,50,18,-57
100,-13,-26,3,-74,29
-33,-84,28,10,43,32
71,-37,-32,39,-37,-90
60,29,-83,-90,59,-63
44,-14,-4,92,-14,-82
71,74,31,34,-30,-76
89,72,81,-22,31,-13
90,-90,70,74,83,68
-48,-29,35,31,-90,17
84,15,-31,8,66,-9
-22,-33,-59,41,-24,88
-67,57,-47,-26,16,-25
-65,-23,1,-51,-62,37
-71,-100,44,-6,-8,-7
-37,50,35,1,99,5
-78,-17,-16,32,94,97
60,17,90,82,8,73
49,84,29,6,-55,8
18,24,-89,-34,41,-22
16,-90,-76,-4,-19,34
-37,50,-7,-16,-38,73
87,76,10,5,6,-36
-39,-13,-96,11,-50,41
-15,-83,14,-23,17,90
-22,69,64,13,-60,-89
71,-13,-37,24,40,-27
-34,1,-81,9,96,-73
28,-81,77,-12,53,-64
-48,95,4,48,-90,23
88,86,-14,-20,-95,9
-13,40,64,-91,27,31
-75,-53,-38,20,0,44
-34,38,-20,34,53,-44
7,-31,48,-3,-93,-62
-68,-23,-96,44,-49,94
4,-83,99,-6,-82,8
-65,-92,-82,-2,78,-4
100,-75,-61,-21,-95,6
34,-85,71,-24,-39,100
46,-65,-35,-57,34,-68
33,-62,-37,49,92,9
-64,6,-80,71,-34,-77
94,82,-44,61,-75,41
-73,99,-19,-52,-91,30
9,48,-41,-71,90,-58
89,80,-10,91,-23,44
16,-75,-26,-62,-53,65
-70,-20,-92,29,71,1
-65,-88,75,17,-92,59
23,-88,20,-41,96,72
-91,-42,-99,2,-100,-87
-99,70,-36,15,-99,-59
-5,98,-28,-85,16,76
-2,93,-23,-91,56,-29
-11,-75,-19,77,-29,24
95,-18,-56,-73,41,-58
38,-36,59,-10,-7,-81
52,92,-34,-6,59,-89
-93,74,9,-34,-99,18
-33,-37,38,12,-12,61
-87,-89,-22,-80,96,-80
-47,-72,-26,58,19,-65
-92,70,67,58,86,-82
-65,53,-40,42,-64,72
5,100,-23,50,26,-76
-40,-1,12,-62,52,61
85,68,-81,-74,-73,-62
-75,55,59,-40,-65,-73
-82,-19,-23,-74,-51,32
-81,66,-82,26,47,100
45,-93,-36,-22,-93,-69
-59,59,58,-10,-69,-67
-18,37,17,100,-62,10
-64,17,47,82,-87,96
-8,16,77,90,-100,-28
-47,4,2,87,-87,-39
90,-32,23,-40,-77,39
-11,64,-5,31,28,-17
-36,53,27,70,19,-83
67,27,-14,70,24,-28
-6,-89,-46,6,67,-30
48,-22,-60,29,94,40
48,13,-5,63,-16,58
0,35,-57,67,-81,58
85,-27,55,52,-11,-58
-6,76,-100,78,50,-77
-81,-18,-11,-82,44,-25
-51,-100,80,-70,32,-80
-38,-55,-37,-18,53,49
-55,-96,-45,20,-78,1
-16,-88,-53,-6,-51,-26
5,69,80,95,99,51
39,75,2,-48,-71,22
-76,76,-80,16,-10,80
95,44,-16,-30,96,-70
79,-31,-45,43,-97,-88
0,-3,46,-94,43,-91
54,68,-8,-78,-84,95
39,44,-65,-9,66,36
-23,38,34,-74,-33,-52
88,69,72,57,-38,-90
-67,-77,-5,41,74,-7
50,84,61,13,-67,-95
-20,-72,71,-82,57,4
-33,28,17,-77,0,87
-77,1,27,-96,-19,-36
9,83,91,-77,2,75
63,80,-45,-1,29,93
-18,-51,85,38,-85,-9
-93,-34,5,78,-5,-53
22,78,-14,29,-15,65
-33,-83,-24,-32,33,6
67,58,-56,-1,2,-31
-70,94,-90,7,-5,-96
-84,15,-78,85,63,95
-42,92,70,-74,-11,-21
2,-42,58,-7,69,-21
-1,-99,45,30,8,-52
-44,30,94,-75,84,-22
54,8,35,-4,-23,51
-1,-76,14,45,50,81
76,-69,1,36,87,-2
-41,-31,-47,75,-34,-73
50,57,-87,-98,30,75
-77,-75,-35,27,39,13
-58,67,-1,-4,18,59
50,28,21,92,18,-28
27,55,-94,98,70,89
-32,-53,-24,-7,-91,-97
-84,-88,-85,82,-66,-18
-43,-18,100,-40,-55,-42
-91,2,60,48,-20,-58
34,31,100,-90,97,-93
-75,71,8,-37,43,-35
3,-28,-58,-3,94,-81
-49,-87,97,-71,-58,20
48,-7,40,46,58,24
30,-29,-91,-48,97,-74
-65,-22,84,-83,-16,59
27,-57,-62,-96,-68,84
-53,88,-48,14,-66,44
10,-19,-19,44,71,-18
-18,-84,-65,42,54,84
-13,55,-44,-78,-54,30
-68,-2,-80,-35,-13,52
-38,89,81,76,18,91
-99,-70,28,38,65,38
-50,-49,-66,-92,97,-34
-53,-69,-44,-42,99,-3
5,-43,-27,14,54,56
89,-34,-63,-49,-48,-14
82,-65,-42,94,-41,99
-34,-61,83,36,55,-3
45,58,-99,91,-15,-48
42,-22,42,78,-9,-34
75,-75,44,34,49,-74
86,-19,-12,55,88,-25
60,96,21,-44,-52,91
-83,54,-8,92,-38,-80
34,-59,32,53,-79,91
50,19,61,-38,-68,89
57,40,-75,36,54,46
-81,-65,76,23,63,94
58,16,85,-47,-25,-42
-32,60,-78,75,25,-17
-13,-40,-13,92,-12,6
20,24,-3,-18,-76,-21
38,-39,50,49,-37,74
78,-39,-49,29,-67,73
-1,21,-4,55,-89,-19
20,-39,26,-85,58,86
50,-60,-23,20,58,-64
1,-84,-42,44,24,-54
-43,73,-12,-32,97,71
-3,-31,74,-70,-8,-35
23,-49,49,-81,85,58
-65,86,83,88,-43,-63
-87,-28,-9,89,22,30
12,32,-32,-25,3,18
58,-70,-18,28,67,-2
18,-41,-45,-30,81,-61
22,15,87,-53,99,-64
1,2,8,-22,-99,44
23,-22,-48,0,-65,-55
30,48,89,11,-81,87
-54,-42,-1,-6,29,-2
36,-94,-77,85,-21,-63
64,24,76,21,-27,-77
52,66,-64,-50,-98,88
-60,40,72,-85,-48,23
-17,-68,-33,-75,-67,93
56,99,-48,-10,-67,13
1,-38,-74,68,-60,20
6,89,57,15,88,-89
11,-3,-4,86,83,-67
92,34,37,-83,-79,74
44,14,-91,81,-32,-7
-21,-91,-53,-34,-49,53
1,65,-95,39,78,55
-100,-3,-15,-12,-48,51
77,-18,70,80,-75,-65
-52,60,-57,-53,-75,43
16,-5,14,-24,77,-82
17,92,-45,99,91,-19
61,-13,42,-70,-30,32
43,-70,-10,-48,81,77
-74,-35,93,-22,-98,-41
-73,-92,-23,75,60,-100
17,-88,86,79,-13,-56
-74,53,79,-17,35,69
55,12,48,80,18,-56
-34,-79,95,-76,9,60
-3,71,-41,1,-18,-12
84,24,66,-13,13,6
-54,-11,76,-93,73,6
100,-59,37,-32,64,79
35,-43,75,-84,13,-8
89,12,90,-33,23,65
95,95,35,20,-6,-77
-66,16,8,-44,36,53
45,-4,87,-86,52,-79
-37,6,-14,-71,-28,-25
71,-47,18,24,12,19
-96,29,25,-14,-61,-59
-95,-47,-59,24,25,60
-41,56,-15,3,-21,-35
83,-22,-64,32,66,95
94,-74,35,-6,-84,-31
-99,23,36,-48,57,49
-59,51,68,4,91,1
37,-51,35,84,12,-12
-29,5,55,-97,-5,65
8,79,70,40,-5,-99
65,55,-72,19,-16,-86
91,77,69,-72,-74,24
85,-28,-64,83,52,-61
-26,23,-64,-14,88,-59
80,94,100,-72,34,-48
-65,-75,-18,-99,-73,-80
-92,-49,-56,-59,-7,-2
-24,-100,84,-18,26,-68
-36,-30,-7,79,-8,39
-52,12,-65,-15,58,-58
93,88,-60,-81,-29,87
99,-69,-20,-96,17,62
29,3,67,-15,-81,-87
77,0,-11,38,19,-84
82,-9,19,40,-87,-28
-13,-32,88,-83,-62,-70
86,47,-58,-4,-4,-44
77,-11,66,-65,-74,75
-49,77,-91,-90,-14,44
98,-42,-52,94,24,-39
-76,-70,-69,-89,-74,2
-85,73,-66,-51,-72,9
-45,74,-3,17,21,48
-24,65,97,-17,55,-86
14,17,59,-60,-35,-29
-45,-97,-71,-69,63,-18
49,75,51,-76,50,-29
42,76,-68,-7,26,-63
-71,-87,0,-67,-34,69
13,73,65,13,67,-47
-56,10,-93,65,-72,-67
93,20,27,77,-1,-77
70,77,-96,-21,52,11
-86,-62,65,-28,-89,82
60,53,-12,84,-73,38
2,-4,36,-4,-46,30
66,21,-20,40,99,28
57,64,91,-49,20,100
-98,31,16,59,90,90
42,92,42,41,-5,-42
-52,92,-51,-30,-83,47
19,47,-53,-34,-10,-20
40,17,32,31,-80,-69
-83,57,97,59,-79,33
-71,80,-91,67,-45,24
64,-62,75,62,-32,-90
14,39,13,-22,-33,15
7,68,-96,-50,-79,80
-48,69,-96,-79,75,-66
-50,62,-87,53,0,67
25,-87,-1,69,-2,53
63,76,-47,-80,75,85
-76,-17,84,-58,10,-9
51,51,43,-70,-84,15
57,98,-13,-14,51,-14
72,61,97,-45,-53,-85
-86,-55,70,67,5,-31
-12,-35,67,-17,-11,-10
-24,-26,81,4,41,-84
-48,13,-31,-11,-46,59
61,-88,-66,48,-57,-38
32,-21,-19,19,57,-41
-85,-22,67,-97,-68,-60
83,20,26,67,91,81
-77,58,-53,-58,64,-28
-36,57,-77,0,-38,73
57,99,20,9,-93,54
-95,43,7,73,15,-16
-83,28,-8,15,93,30
43,58,-67,60,51,86
-26,-71,99,-32,68,36
-75,45,89,75,24,-72
28,67,-28,-87,54,-96
-32,-66,-55,91,93,-56
-28,-92,-17,-51,-95,56
97,-48,77,26,27,3
-7,-83,-43,55,-52,26
81,84,48,-76,68,93
84,-37,-25,-83,-85,76
-94,52,-88,26,-92,17
-63,-70,-8,89,76,42
74,-9,-58,-39,58,3
-70,3,7,-55,-43,-92
-29,14,-58,-52,-87,54
98,30,-96,-82,-65,75
-9,85,-22,99,-32,68
-73,83,-37,7,-1,-1
7,-91,-18,92,-34,80
88,-60,69,44,12,9
76,-55,41,12,-28,-28
64,-80,-4,-84,16,-90
72,31,96,48,97,-48
4,100,-91,68,-64,83
-71,-66,-95,1,93,-91
-18,19,88,1,96,-17
-32,91,45,-54,-12,-2
-75,-25,8,23,10,98
-29,52,-16,-19,-12,100
-34,71,52,-11,65,25
-29,53,9,52,65,24
90,41,-49,1,-61,16
25,24,-91,12,-41,63
9,12,-10,75,-32,34
14,20,6,96,45,63
22,94,34,48,-25,-4
-56,91,-69,-58,-61,-53
42,-97,3,-33,-33,41
10,-44,-44,-88,-2,-47
-94,68,76,-78,0,84
4,39,40,-52,-42,100
15,33,95,-97,-1,32
-40,-70,79,19,-63,-21
64,64,-97,-53,96,-29
-55,60,-53,75,-34,-84
-77,74,-88,20,21,34
5,45,55,52,7,-84
-67,-20,14,74,-85,90
56,-34,26,63,-20,-44
43,-7,-62,-59,-47,-86
-50,-3,81,-80,10,3
-20,-20,89,22,-80,22
-41,46,-61,-40,39,36
42,-88,21,41,0,46
89,10,-7,4,-26,36
-13,57,71,76,43,13
-57,43,67,74,42,-44
-93,3,66,54,-10,-11
-17,43,95,2,70,66
-19,91,-92,21,-8,-99
-1,-7,-85,-31,16,-10
-35,35,99,12,-94,58
-6,-64,-37,-40,45,-20
1,23,-36,95,7,21
-46,-89,21,25,-53,-94
64,80,14,30,-71,6
25,73,47,-68,44,61
-1,46,16,24,-33,30
54,-28,-37,6,-39,28
-78,-27,-30,-46,-48,73
18,22,41,91,-63,-54
-50,-16,-90,95,69,-3
-40,22,68,-68,60,23
53,-98,65,59,95,96
38,-86,52,91,-29,80
13,-30,88,-41,28,-22
1,0,0,89,92,96
-25,-72,-95,89,52,71
-90,-68,-43,35,76,-41
-39,-16,-30,39,27,19
-53,-17,-18,-33,-4,-62
60,21,-61,-49,37,76
-98,69,25,90,56,-74
-73,-42,49,56,25,-48
80,-49,-68,84,-75,8
-28,-82,78,-20,-63,49
-44,27,-39,76,-9,69
-35,-96,3,-57,98,-61
58,52,-54,11,-100,-42
73,-4,-7,-20,-17,13
-60,-86,-79,67,-72,16
14,91,81,24,-11,28
-67,58,-53,55,-5,-57
8,57,-12,-88,-43,-68
-7,-31,22,-13,99,79
-35,53,-51,-61,-22,57
-54,-87,85,42,65,100
-36,59,-81,90,94,62
16,-6,89,0,41,35
-93,19,100,38,30,-17
-88,73,-56,-5,33,94
78,72,-91,67,76,90
14,-18,-38,-21,-36,91
35,-92,-40,-28,-47,-88
-53,-8,-27,32,-50,54
29,23,-63,18,40,-54
-61,60,-79,86,11,54
68,-42,24,-50,30,78
-40,80,-16,-59,68,81
15,-48,-51,-9,87,-40
97,-99,-17,-95,-51,61
-96,14,82,36,-17,-32
-56,11,-39,-14,-3,66
52,30,-82,-64,-93,-57
-78,62,-58,57,84,-94
32,55,-10,17,-23,-17
-78,85,15,9,-80,-17
-97,29,-30,-15,83,44
37,80,-66,90,-40,72
79,-35,65,66,-36,79
43,-86,-41,-32,51,-33
-45,51,91,-20,43,-36
-4,18,52,-42,-56,8
62,87,-18,-44,62,6
13,-8,79,-18,82,-14
-30,43,44,59,89,83
-18,-58,-51,-53,71,-89
17,-45,50,52,18,62
29,-6,89,-27,-28,65
56,-30,84,-53,22,64
97,57,75,-64,-13,77
-75,-10,-12,-97,95,31
-45,93,-98,-79,-52,44
85,72,73,29,-17,60
-81,-90,-59,39,-17,-63
36,81,61,84,-12,-55
-66,30,36,-73,98,63
-8,18,-6,-93,-32,31
55,22,-37,-8,-71,-97
73,-34,16,62,-58,60
-82,-76,-80,54,-45,26
53,78,-20,-56,-3,-1
-19,-43,83,26,19,-76
-28,59,81,-88,41,68
7,63,75,-98,-34,-35
79,64,1,70,-69,-44
-98,9,-3,-90,-38,-62
-98,51,84,62,-93,-56
57,41,19,85,3,27
58,26,-9,67,83,63
99,-54,93,-30,-54,46
51,-94,-94,-68,-53,-72
59,-46,-14,19,48,-43
54,54,59,84,62,47
67,-8,-99,-77,87,-86
-32,-76,50,66,-53,89
-50,34,-23,75,-32,40
-36,-86,-42,58,3,-66
-5,-94,-36,-95,-35,35
-15,95,99,70,85,100
-56,-21,35,35,43,-83
3,25,-66,-39,-47,-36
66,85,75,-94,-25,80
37,-65,68,55,-76,-38
-92,-79,40,-72,50,-73
54,-72,-41,55,81,-77
98,83,-48,22,68,27
42,84,-48,-37,17,96
-15,-66,59,-34,76,77
94,68,47,-58,60,46
-15,-95,-29,51,12,-83
-76,-78,-21,19,-34,13
65,-69,11,-46,100,-96
67,-75,18,-16,49,-74
12,72,-97,-4,-38,18
5,2,-63,98,43,10
76,-51,-73,-17,95,37
23,-7,-90,-38,78,55
44,50,-26,57,-98,-54
84,84,-87,-79,-11,53
-69,58,-62,76,94,16
74,9,-68,88,59,-45
-84,57,-37,-6,35,37
2,-66,60,46,83,-73
-63,-60,-35,-73,-90,-68
7,91,-40,-20,4,-63
11,-90,-94,59,6,-75
74,66,-30,-16,10,-5
-45,95,35,75,-96,56
-89,-20,-82,-68,-71,35
-98,37,79,45,25,-74
21,50,-39,40,30,60
71,22,-9,-58,1,-35
42,85,86,-81,82,57
0,-73,-58,17,-80,-98
9,-97,82,-53,61,-54
-43,-91,94,30,-32,-59
10,-86,-20,-40,-70,39
-36,-46,-53,57,69,85
-55,96,51,-41,54,-15
47,54,56,-100,-56,-99
-74,-2,-89,-14,-75,47
-82,-64,91,20,-70,69
-32,86,-24,97,5,93
-86,-59,-24,-57,54,-83
32,-97,97,52,-78,12
-5,32,-60,-8,-55,17
59,-74,61,57,39,-12
-41,56,36,77,-92,46
-39,-70,-70,51,17,-58
36,40,-80,29,40,-29
-26,58,99,-62,49,84
-46,78,-6,77,46,-73
-77,86,-32,79,6,53
-79,-8,22,52,67,4
-91,37,64,-61,-30,34
-88,-20,-19,-13,73,-45
-76,1,-62,71,-5,18
-23,88,-23,16,-37,-86
-51,22,-62,30,-67,-13
-25,-25,3,-23,-8,39
-46,17,-93,-64,27,-7
-65,90,-52,55,-93,-5
99,-93,8,93,-95,58
-18,55,74,-76,-55,42
-66,56,96,-89,10,90
-27,76,-3,43,-3,-3
71,-93,-55,48,-24,-95
-45,91,-1,-97,-64,-89
38,49,83,96,57,-70
-8,14,66,44,-25,-3
-63,-93,-15,-21,69,73
-42,-8,49,58,7,-20
92,-11,92,-65,1,24
-97,-24,35,-56,-5,41
30,92,-3,-68,-18,29
87,55,82,-92,31,57
73,-17,-84,40,-71,91
-99,-72,-54,-69,-39,-53
-30,-65,-60,96,-59,-14
-97,-70,93,2,46,77
60,-99,-63,-49,49,27
49,79,8,-14,-50,8
-42,-68,-98,100,-55,93
34,-63,86,86,-15,85
50,-2,-7,-46,8,73
87,-77,4,-91,9,-96
-12,-97,6,-22,98,58
-12,86,73,-80,-93,-84
85,43,-46,51,-4,3
-42,-73,-37,-52,38,75
33,94,-46,54,-42,6
-34,-38,-32,-18,8,0
98,32,-54,-30,83,-35
48,-58,77,66,94,-73
4,-41,13,36,-35,-8
-32,-1,-43,-82,-56,-29
-71,34,-9,-47,-89,-80
18,26,-72,7,45,69
97,86,-98,-93,95,11
-100,93,26,-70,-79,-4
60,-63,57,93,1,-93
-83,-42,3,-53,-80,49
79,61,69,-58,-32,-50
12,-69,9,18,63,-35
-23,-96,-59,31,67,-57
1,-19,-13,86,70,11
82,-48,-20,-40,71,84
26,98,14,58,-90,-66
-24,-96,-64,5,99,-3
-78,91,76,-52,-67,-79
-52,45,99,59,-99,-42
-49,54,-10,54,19,74
-49,-89,94,-76,-44,-22
-36,90,-31,-9,71,66
82,37,-45,-32,92,82
-43,28,80,-31,-79,-62
-94,35,-21,11,12,69
-47,-91,-37,-78,-66,-74
-22,76,50,-60,40,-99
-38,19,-82,50,-43,89
-47,-52,29,1,-34,-5
63,39,-84,42,-60,-52
-29,-10,-50,48,-92,8
56,-71,-12,-47,-24,67
93,-27,20,94,66,-32
53,-36,-52,-79,3,-59
-78,-44,51,13,-81,70
49,90,-27,-57,72,66
67,98,-57,-60,-43,-13
37,93,-91,-77,21,84
-61,-11,-70,-68,54,63
-10,53,3,31,-38,-9
30,89,-61,33,-73,84
39,-72,-79,-97,79,-73
-99,87,39,24,17,61
12,-57,95,62,56,25
58,-6,4,21,50,38
-88,12,-97,-51,-57,63
-89,73,66,-28,-62,-94
40,-44,10,-82,-50,-36
-77,-32,22,61,69,-19
-66,93,-4,98,-27,-41
-98,-32,94,91,58,-26
39,64,41,54,-100,61
-64,-69,-89,39,-34,-42
-84,-82,11,-85,-25,61
-60,-17,-73,21,79,93
-76,-52,87,38,25,23
-73,-43,-27,-89,-50,-60
-2,-46,84,26,-59,-53
-97,-47,-21,6,-86,15
20,30,-20,42,85,46
-64,65,4,24,-15,-78
35,28,33,-29,-17,68
44,68,100,-92,80,33
91,-60,-85,92,52,-83
-34,-76,-17,80,22,62
32,66,77,-92,-4,-24
57,-86,50,14,18,69
88,29,60,-9,44,-76
84,-61,-54,45,20,-52
47,-96,-92,75,-37,-25
-33,37,10,26,-84,78
-53,39,-65,41,66,16
63,71,-77,-58,-29,-14
-55,25,-4,-26,-95,-12
78,-95,-58,-71,85,5
-8,7,69,72,-18,55
49,-88,85,-35,-91,-92
-56,-87,70,-52,28,22
4,-13,29,-74,-53,7
