26,85,-68,51,-43,100,11,89
-17,-80,54,97,-94,91,6,-88
-99,-47,60,46,83,-97,-34,85
-15,25,36,-3,-31,-54,95,74
-53,28,-80,-57,64,-92,36,-84
-27,78,-80,87,87,-73,85,31
-69,42,45,91,-53,-12,-78,-26
15,95,-9,-90,26,93,75,-34
-86,61,-100,-72,56,-87,-77,31
-11,27,-98,24,-15,27,-79,-80
26,-79,58,14,-100,44,-75,21
-52,4,49,54,-35,-48,-3,16
-90,-82,-49,38,77,32,73,84
76,-71,41,4,-44,60,-23,91
7,-3,37,54,55,37,18,-66
-79,62,-64,-26,36,-82,-27,-43
69,28,-11,-82,-2,-36,-76,29
-7,-91,-4,80,-17,-53,-50,-25
80,-17,54,-79,67,-29,39,-90
84,-92,-63,-43,-28,-45,65,74
-4,-50,-71,90,41,-84,-46,-58
22,59,96,-21,94,-48,-95,84
19,-85,56,-94,77,-50,12,34
-57,-86,-60,-78,-74,23,-10,-60
-91,-79,28,12,-24,-77,86,-3
-30,-8,-53,-41,-28,-70,-65,-15
36,-56,26,47,84,-23,-46,-4
-41,-75,-45,72,-90,74,-11,36
33,-73,-47,-6,78,66,20,92
51,20,51,-3,45,-96,67,71
-79,-27,-72,-29,53,-44,-52,54
74,-19,-19,22,50,-44,-22,88
-55,-33,-89,93,56,-94,40,-30
-52,-21,-74,7,18,-55,-63,-12
14,5,-6,93,5,-40,-31,-36
37,29,34,89,17,-26,19,-39
41,-41,-72,26,20,69,-68,29
8,-78,87,-92,4,90,11,-69
-84,36,77,32,-41,85,-18,53
46,77,75,35,52,31,-47,18
-37,31,-68,0,89,-45,87,-53
28,55,-58,-3,-69,51,20,40
-63,17,-66,0,60,10,78,17
32,-95,-74,-43,29,82,77,11
-44,-87,48,34,-70,-39,-91,28
-60,-41,-81,-24,67,-31,-96,-76
75,-65,35,-68,-32,22,-39,-39
90,11,-12,83,-79,-96,47,-50
87,5,-94,59,-79,-83,-90,-24
-58,-72,-40,32,57,-74,-44,3
89,-96,76,-54,67,54,70,85
89,92,-40,62,57,-72,47,-84
23,61,92,-63,-44,99,-94,48
14,11,79,91,-89,76,-95,-94
21,-61,-100,-75,88,45,-97,71
18,-96,-82,-1,-91,-33,-65,-45
-45,-86,87,-12,23,-43,-12,-22
-62,36,-32,37,-58,-77,-46,-12
-84,-13,0,-97,-39,83,-77,-76
-11,83,83,20,-93,37,-1,50
-48,-46,-94,58,88,72,24,30
84,-50,35,-100,-38,26,48,-38
20,-38,-15,-75,98,-13,-4,85
-79,-34,-66,-1,94,-81,-22,92
26,-73,-3,19,-59,-73,-90,59
-40,-50,28,6,64,-90,73,92
-58,-96,60,31,46,-11,67,46
50,31,62,32,90,41,91,32
-98,41,57,85,100,48,82,-73
-60,-16,88,92,-68,73,34,33
-66,16,-41,-12,-46,88,-30,-48
-54,-72,82,99,24,9,25,6
-69,3,-10,-84,81,-4,84,66
18,62,-45,-15,-71,92,-66,51
-20,33,-3,19,-39,-80,74,37
-55,-92,68,-53,-84,-56,-23,-84
-84,37,91,29,-28,66,-59,-76
29,67,32,-89,43,-9,-95,98
29,67,69,-38,94,70,-76,-21
63,79,6,-79,-16,35,-66,61
-23,-71,96,-12,4,-80,56,27
-93,38,-9,-8,-55,5,-48,-25
100,-23,7,97,-12,-72,92,48
-51,-78,47,-38,36,-35,2,75
36,-13,60,28,-48,-95,-52,-57
51,-51,10,38,-17,-24,-12,58
-2,46,-83,84,-88,87,41,-69
80,-100,-42,-99,-18,-100,-57,-31
73,-28,-59,88,21,77,15,12
72,21,58,20,45,34,-27,-20
-80,47,-61,-70,-86,-71,32,37
52,-33,-60,23,-82,38,-25,-27
65,-1,41,-24,-26,94,-22,-43
-96,-47,-94,1,99,18,-5,32
-74,-98,-20,12,5,-32,96,36
35,14,-35,-22,26,50,-62,30
-55,79,27,-71,97,-85,-75,72
-68,63,-75,78,48,-70,-12,9
-6,2,-53,-95,52,16,-36,47
-100,-42,86,83,-33,-49,-56,-35
-26,73,-69,-43,7,75,-17,-86
-95,-17,-90,-32,-5,93,-85,49
-27,-83,10,-18,-74,39,19,5
-11,10,9,-14,-84,23,-41,59
2,-51,-1,10,60,4,-94,78
-65,-45,85,87,-90,60,-23,-63
67,56,-49,32,100,100,-46,1
73,-6,35,36,-51,73,71,70
-8,99,-1,64,-69,24,93,85
4,-95,12,-7,48,36,-75,53
-81,-96,55,-25,22,-33,-74,78
-8,-74,17,81,-41,65,-38,-37
-36,71,52,-85,8,58,1,-32
-71,-19,37,-19,-72,-17,-8,-62
49,-95,-16,-38,68,37,-35,-86
3,52,-22,-64,-2,-33,99,-2
-71,-86,85,-52,42,49,84,-55
92,81,60,-47,-19,96,-4,-10
64,-47,-68,-85,84,47,-22,47
69,-61,55,-87,-56,45,33,52
-33,94,-86,9,-66,-100,-10,12
60,-3,-87,22,-3,-12,60,58
60,-90,29,51,66,-76,-31,-24
39,-26,86,-62,-40,87,-67,53
-22,-71,19,50,100,38,-6,94
-97,56,57,75,80,-74,-61,90
-62,6,-66,-52,-84,32,-28,-38
46,96,-19,-37,-100,-7,-68,62
18,93,25,20,-90,4,12,-35
19,52,78,-39,58,-81,-35,6
93,46,2,-45,-29,45,92,-87
34,11,-83,-51,58,98,-28,96
10,62,83,1,-43,37,-17,36
70,-7,32,26,-98,-69,34,36
45,-54,-61,-80,-73,38,-73,26
-78,-98,0,-23,-66,76,-83,-65
-6,39,40,-10,19,-40,53,63
72,-66,-98,-26,12,-28,53,84
-34,-45,-88,-23,15,81,4,-8
74,29,-51,-77,-53,30,9,-63
22,-34,-32,49,8,-21,100,4
44,8,-51,95,-100,4,-18,-33
-15,-82,59,-24,24,71,35,-18
-84,-30,62,65,-4,7,-80,75
-2,34,-33,83,-85,-31,30,61
77,-49,86,68,45,-28,36,55
89,32,22,-61,-4,4,-9,38
-61,-83,-97,40,8,93,-64,6
-72,-52,-50,7,8,85,-25,29
-30,95,-7,56,31,-34,-17,-17
79,2,-14,41,82,45,-50,-19
22,-48,-89,29,-69,-97,3,-77
-62,46,99,67,71,20,38,-71
-46,-62,-59,38,100,96,-32,-46
-23,66,61,-62,39,-23,83,85
19,-31,-58,-33,-80,7,48,9
14,25,95,-1,68,-64,26,-43
8,18,92,-90,31,99,-74,98
-68,-41,8,46,-32,-61,-73,30
-59,84,-61,-47,-5,-63,-25,-83
98,30,-24,79,94,71,72,-46
-82,-75,-90,66,75,-57,-49,-13
46,91,-27,-33,-78,16,-80,65
-54,-55,-34,-86,11,-82,6,57
-41,-70,100,-97,-48,49,86,-50
-67,-93,-12,56,5,51,-92,42
9,-28,23,-58,-50,54,-14,76
22,91,89,-59,-75,-73,80,-49
-29,58,-30,-36,-38,-78,-44,29
79,-49,33,75,32,13,89,19
-32,14,22,26,22,-80,-10,66
100,-64,-50,0,69,-86,73,-7
38,30,30,-93,34,82,67,69
-53,-31,33,49,-22,51,93,20
73,-38,43,65,-42,47,62,14
-12,27,-76,-62,88,-39,45,-43
-75,-40,-42,-63,-53,-58,94,69
75,-36,82,-15,3,83,12,-3
-53,33,65,25,22,-61,-72,54
-85,86,-8,6,-72,-5,-79,-48
-65,40,-2,-42,39,63,25,-88
-8,-69,50,65,-94,-34,58,5
-78,-37,-62,72,-14,-82,-34,-87
57,90,-2,89,85,-12,-86,-15
69,94,-41,45,37,0,84,6
17,-38,-86,30,72,-70,-39,-92
44,22,-40,-10,-89,95,-20,19
-17,40,-83,86,-5,-100,-38,14
74,7,-70,-38,-87,58,-76,43
2,-48,-29,-53,100,-29,75,-58
34,8,-99,14,55,-71,-27,9
86,-16,71,-6,-91,68,51,39
-90,-99,-60,-10,-95,-91,-85,-44
43,32,-75,-47,-43,91,-73,-44
12,7,71,-18,8,44,53,56
83,-37,43,-100,-59,67,-27,-75
4,-34,-94,-86,-64,-52,-7,-5
29,-43,4,27,28,74,-31,2
100,-63,100,75,-38,14,93,50
90,82,88,-42,61,48,-55,97
-53,2,43,-6,-18,69,84,62
-55,-99,-44,-40,22,-6,65,-78
-82,-90,-34,7,-30,-20,-34,-92
52,-40,-84,-20,-3,-87,-13,-61
-51,-62,8,-9,23,5,94,59
-46,51,29,22,12,68,-54,-86
-8,-32,-64,55,75,-52,-23,-94
-64,40,80,-81,24,43,-50,50
-90,-29,-22,-47,-51,-26,-67,11
-96,43,73,57,-53,-43,-24,86
43,-20,-96,23,-10,-33,100,35
-95,-12,47,90,-26,1,24,55
-10,45,-67,-65,29,-63,-46,96
-64,-32,-83,-18,91,25,87,61
8,0,24,-82,73,-67,29,-76
-31,-56,23,-85,63,-27,-63,-9
-10,-76,-85,39,-19,82,46,4
30,-49,83,-58,-21,65,74,-5
-11,-58,71,55,33,-90,18,64
-40,89,12,-64,89,-82,-43,-13
15,-8,75,75,60,29,9,-96
15,12,-24,60,-5,-42,-22,-100
-96,16,88,-75,-30,1,38,-53
34,47,64,78,-3,-47,-79,73
50,64,-80,-66,61,98,-30,29
-89,79,80,9,48,-53,-26,14
-82,-58,-38,99,5,-41,17,20
-27,-92,-34,-39,-99,49,21,-50
96,-58,-49,52,-54,49,100,-49
-93,-20,-99,35,89,-10,-28,-37
-26,-95,-49,57,73,-99,86,-6
-95,48,-63,88,-69,9,-2,-50
27,79,-50,71,-68,-11,-60,22
-73,92,56,-49,90,-22,54,0
6,-83,24,-69,39,8,-18,99
-90,19,90,-57,-26,-55,-76,25
82,38,-23,-66,50,-50,36,-73
-64,-27,48,24,-70,-95,-38,-23
-60,-30,91,48,-45,89,-36,25
-84,-28,-45,72,-45,-29,68,96
-57,-53,-100,84,-58,86,77,-46
85,-73,-71,32,80,48,-19,85
-22,-39,-65,90,-87,-66,-15,52
-32,-28,39,-77,-27,1,100,53
-2,49,-47,-86,-46,9,-90,4
-67,-68,92,-95,35,-27,98,-29
-62,46,-69,37,80,5,-69,-39
89,3,-69,43,80,9,-36,-1
56,-61,1,-88,-27,2,76,40
-58,38,-7,24,-23,88,-10,-25
11,-27,87,-80,98,54,78,51
-62,90,35,41,29,-76,86,25
62,95,-41,29,-81,63,7,-25
62,-88,70,15,-88,-20,-57,-23
72,-83,1,-93,91,-13,35,64
30,17,-54,22,-53,-12,9,3
-86,36,60,-43,81,1,16,-12
-88,28,-99,79,100,82,-90,-21
77,-76,-10,74,17,93,-90,31
-29,76,-43,-61,1,-50,-98,-25
69,83,-81,77,0,21,99,-23
28,-46,-78,40,13,47,83,-9
-57,62,-95,51,0,-21,88,83
91,27,14,34,-79,91,-28,16
66,-38,-77,90,43,-75,-38,-27
-77,98,73,-8,-67,-69,50,63
99,-10,-14,-74,16,43,-8,0
-92,-99,-18,11,-94,89,84,78
-98,-66,21,-72,-56,-43,60,-76
-99,88,21,44,93,47,44,85
25,-59,4,-53,82,-60,18,-15
35,-17,65,-9,-13,66,-90,-23
-54,42,13,-8,-91,-61,92,90
54,44,30,-36,-57,60,-69,-56
-74,80,61,67,54,-9,69,61
-46,-13,-2,-95,66,63,-96,67
-51,-50,87,-45,-66,74,7,-79
-12,-91,28,-93,-21,-65,-95,-60
95,-82,-17,-41,-95,-31,49,30
52,55,51,-46,-5,7,95,31
-17,18,-42,36,-91,-67,50,20
97,7,-23,81,-5,-3,-26,0
-73,-38,58,86,6,-67,-47,16
23,-49,27,-49,-19,60,2,-50
81,27,91,-59,59,6,29,2
6,12,-33,31,-70,-85,-70,-40
41,-70,34,-63,-11,-38,-82,-56
27,-85,80,-1,30,-89,-10,-41
-57,24,73,24,-95,16,94,-46
48,85,-51,-97,20,-7,-55,100
83,95,26,66,81,54,-48,56
-41,-95,6,37,41,61,-3,54
51,91,57,96,-27,-49,-64,-62
-6,89,-20,11,-27,33,93,45
77,90,7,50,-13,-84,86,23
-70,83,79,-31,44,-61,76,20
62,36,-92,38,2,-92,-18,-7
35,-52,55,-85,38,16,1,44
-92,85,-87,21,58,-92,-66,26
-16,9,56,-5,37,94,76,16
91,57,-46,-96,-5,34,75,-45
90,71,-14,31,-45,-40,-55,-59
19,-48,15,54,-98,-68,-28,-87
-8,78,37,-32,-40,84,81,81
51,10,-44,-32,-94,-30,97,5
45,-51,55,33,99,-100,-89,-59
-53,-68,-20,74,19,-87,-38,85
-20,-65,-69,-34,-84,96,-56,-38
-66,-92,-34,7,-77,-45,94,12
-27,-39,85,4,64,-65,90,-79
92,-34,-99,88,42,12,-8,74
95,-65,-16,42,-22,50,-31,-3
-15,-47,75,-93,-88,-3,-10,-24
55,53,98,-8,-6,-78,-7,-69
-77,-26,98,32,77,-83,47,-89
-48,-83,13,-59,-72,-50,-21,14
-67,-89,73,57,-78,-53,80,56
1,-36,32,98,62,35,-2,-16
24,56,-34,-47,-52,-6,84,-36
-84,-94,58,73,-24,-29,69,-20
1,54,94,-7,41,-58,21,1
3,-66,85,37,-18,72,-3,48
7,-1,61,-66,-30,5,15,-100
-11,-22,21,-37,75,-71,79,73
-81,-13,-69,-57,-8,42,82,-93
-95,-24,-5,78,-98,-80,-52,22
80,73,-83,60,36,-63,33,-76
21,41,-40,2,81,-13,92,94
-76,-35,-17,-27,-32,-65,77,-80
-88,-83,63,33,-61,-58,-97,-97
9,-13,-60,-44,-45,91,91,32
-73,57,-20,-89,-24,-41,67,-85
100,-47,65,39,-30,-98,68,70
-29,75,74,70,-92,75,-44,14
-75,55,8,-73,-57,-94,-90,-24
-19,-7,-28,-59,-91,-49,-5,-25
14,-95,-38,-100,43,90,12,88
42,15,22,-74,-48,-66,-17,94
-66,56,3,-98,4,-77,-42,28
38,-19,-81,51,34,95,36,26
69,73,-37,-37,-39,-36,76,-73
-11,41,-8,31,28,-39,31,58
-77,82,-36,-59,-58,53,-43,58
-10,-19,-75,-29,-44,36,66,-48
39,-22,-43,-23,-26,16,-5,36
55,-1,28,-15,-13,3,-64,91
1,36,38,53,7,-97,-91,-82
-72,-95,37,96,29,24,28,17
74,-24,-21,-75,79,-49,-5,-1
80,-40,82,-27,-68,18,-95,-77
-67,40,-41,-52,-67,34,31,42
-32,81,40,3,-30,-13,73,43
-42,-20,-55,-38,30,12,-44,-69
40,-97,9,83,-18,-30,75,-48
-33,90,47,97,28,-82,-56,-66
20,-8,-71,66,-40,20,-29,4
-51,-76,68,63,64,63,45,-56
78,-44,9,-37,27,65,66,15
-77,55,-43,-83,84,-54,-70,63
19,-87,69,-10,29,-11,83,-16
-9,-30,-15,-30,-33,91,-56,95
20,56,-97,14,10,65,-8,-78
54,7,-50,-85,77,84,-84,-69
84,-61,8,-86,78,67,28,81
-99,91,-91,36,51,-38,-58,1
55,48,-15,29,39,99,-70,-12
100,-50,45,-78,58,10,81,25
-35,12,-94,-57,-40,-96,50,54
-8,44,-35,-56,65,4,25,71
-91,-10,-68,72,-63,14,-87,-72
7,-12,81,-91,83,-4,-50,86
41,-89,98,4,70,-20,68,84
2,-93,19,41,49,-27,-89,-87
-78,-36,-79,-90,-6,-21,2,-86
-99,72,21,-66,-39,-18,-31,53
-77,-98,67,-45,-73,39,-6,23
-64,35,50,32,91,-86,8,-44
39,33,53,-43,97,-64,12,-46
57,76,97,30,-54,-74,0,-65
1,58,-26,84,90,-89,-13,94
-37,-4,-98,-29,14,-40,-75,31
34,13,-89,-6,-64,-35,-18,76
-64,-65,39,14,0,-37,-100,-7
-70,-64,-28,-76,-3,-23,35,19
3,-86,-80,53,28,28,-41,-45
-3,-77,-6,47,-76,-32,49,-73
68,70,-9,35,6,18,-5,100
40,23,32,82,-10,46,42,-54
64,54,20,44,-76,-2,-45,28
-32,39,77,-55,-86,49,9,-46
49,-55,-42,-18,-5,-23,-46,-28
-32,-85,-33,85,92,85,-7,19
82,40,61,92,-13,-99,66,-20
88,34,64,99,-84,-95,-73,12
12,-84,-37,-16,-29,85,-64,-96
-82,92,91,-12,33,90,44,2
43,96,52,-64,-72,-43,-12,31
-80,50,78,22,90,-40,-2,-82
51,-12,-100,-13,15,46,12,94
66,33,32,-74,-38,-50,27,-96
73,41,55,78,38,21,28,85
-96,42,50,48,11,78,83,66
-80,57,91,84,-61,-7,-20,-27
0,15,-81,86,79,82,-30,-66
-79,87,-80,-100,18,23,-3,-66
71,81,-24,30,98,-53,-35,-44
-46,83,50,-64,75,63,30,74
-92,-60,44,73,-82,70,11,-58
18,35,90,-37,-71,-40,-48,52
4,29,-93,-19,28,-7,93,55
-15,57,-22,39,-52,-66,58,69
78,79,-37,-64,-89,38,-77,92
39,-2,10,93,-86,24,37,52
59,44,-58,-28,99,19,86,-52
-50,9,16,-80,-17,77,-66,-27
72,-46,69,18,94,10,8,-41
93,5,-33,78,99,-59,11,5
-82,-8,-39,67,90,-90,23,-89
66,-33,45,42,97,-49,60,83
28,53,96,59,-13,10,-26,92
-12,-51,67,-56,31,3,54,66
38,96,53,41,63,-13,-13,72
65,41,-13,70,53,-12,-92,20
-47,84,-22,-30,-78,-56,-7,-33
57,100,-5,14,50,-73,-93,95
-45,5,23,-87,95,38,-89,-63
-94,57,56,24,45,49,39,10
-52,-19,-89,26,18,54,60,-57
76,-99,59,11,95,-71,-20,60
25,-84,-84,20,60,-25,85,-90
31,18,-35,58,2,-46,-15,98
95,-75,13,-76,-71,-71,-21,97
75,62,93,81,-45,9,10,68
79,34,3,-29,18,76,-9,55
59,-36,-19,37,-54,52,-21,2
-42,10,9,27,89,32,45,11
-94,-26,46,-18,72,70,-79,46
99,88,-71,43,99,-82,0,-82
-21,11,59,97,-24,-49,-3,-15
