87,-76,1,-81,-55
-46,18,52,-44,-52
-48,67,-44,-25,-4
-33,-35,-7,-41,-14
-67,-18,93,-100,-78
-60,97,66,94,-92
44,85,-21,71,45
80,-78,-54,-95,-82
-41,60,92,-99,-93
62,-55,-27,56,-23
23,77,-71,-12,-50
67,38,-64,24,-72
50,69,1,58,97
96,-10,-60,-21,4
-1,-15,-70,-29,7
-5,-60,15,68,2
12,-54,58,-31,17
14,88,-12,-73,-68
59,-40,-41,57,-28
-56,95,3,66,97
38,23,38,-35,-60
-99,-70,28,27,11
-20,63,-17,-36,88
-98,95,100,26,-58
-33,-99,26,-46,42
90,16,-98,38,-25
13,-42,-16,-17,-59
-91,14,70,22,-61
99,-95,-59,10,-31
-85,1,-37,63,-17
19,85,-24,62,68
-42,-86,-60,-77,-48
-40,84,80,-66,-28
59,-81,35,-66,-1
-20,49,73,-86,-36
-7,-85,-43,-90,63
18,59,-15,-90,69
81,-4,-80,11,-80
-88,96,-86,48,-79
-88,-82,-10,-18,-17
61,-71,0,7,-20
20,47,-69,-94,-88
86,95,54,97,3
10,30,54,-51,71
-51,-1,55,-77,4
45,18,93,57,-59
92,-98,-23,80,61
-27,-76,1,-28,-24
-76,96,-65,91,23
19,66,94,-67,13
-8,-9,76,-49,83
-68,-43,-13,20,66
13,91,-68,44,-99
30,-85,-16,-2,-94
24,-51,43,7,-16
72,-95,-30,-4,-45
-19,42,29,94,-49
54,-19,-90,90,94
12,-45,-49,36,95
-91,86,-1,-99,-95
41,72,32,12,-24
-75,18,89,71,-50
98,-40,54,-66,-84
-35,24,48,65,-1
-29,-5,-41,43,89
-85,55,65,28,32
65,27,87,-27,-33
-2,6,24,69,-8
-5,-80,-47,0,65
98,1,6,71,74
98,-65,-72,59,72
48,48,70,-39,-76
90,-45,-65,12,67
-58,-23,98,-96,-86
-38,-85,-86,70,-47
-25,-47,13,61,97
-74,-3,-68,-81,-60
53,-61,1,59,87
-80,-80,-54,-61,19
-8,49,-63,24,-91
9,-46,-75,-30,-5
60,-65,-44,33,-89
-38,17,-5,73,47
13,-17,-25,-69,81
23,-4,-98,63,-18
7,-82,-27,-29,97
77,50,-47,49,36
-98,1,-27,-35,95
-69,6,-10,46,50
-41,70,45,43,-42
-43,53,-11,8,68
-1,57,76,38,-11
13,9,93,72,-10
-74,-21,-63,5,-47
39,-16,-29,77,-63
-86,-28,-27,48,78
-24,-19,63,-73,93
55,22,-98,27,6
-54,-71,-15,43,-74
-19,4,38,-100,-37
-72,-4,-6,-73,-41
0,-45,-20,79,20
67,98,50,-84,-11
95,-62,-51,62,-91
-17,62,-36,12,25
72,89,6,-40,77
86,-73,-62,47,9
-2,-13,-90,6,43
71,18,49,-70,57
46,39,1,84,-71
8,-69,-16,-76,-5
81,58,86,39,50
16,95,-10,41,-53
-3,-17,-91,15,2
-27,67,-27,-26,43
-65,94,-43,43,18
87,-7,23,70,-57
66,98,-21,48,-21
-12,-59,-19,29,-64
-67,-4,66,79,40
44,-50,-63,-68,-66
-44,13,55,67,98
-61,19,43,65,-8
62,-93,74,40,-92
87,25,-98,52,-26
93,-97,-49,-100,-58
-80,57,8,-31,39
-48,-92,-7,-17,-52
59,-41,-65,-56,93
35,-89,84,-76,25
-76,42,98,-97,89
-39,-67,-4,-23,29
3,19,8,-9,45
45,0,98,-69,32
-52,-87,-93,-58,-91
-34,-74,61,-81,11
52,-43,-39,-76,-8
-35,15,-79,-91,-29
-25,-10,-80,-86,65
-65,6,43,60,-16
39,-45,-24,-74,-2
21,73,-88,18,-50
-31,19,84,89,42
-69,55,50,-10,62
-67,-52,11,34,35
-23,28,-16,-49,-4
21,75,18,65,43
29,-96,91,9,-53
-39,99,-54,50,-16
100,93,76,-55,-8
21,96,38,83,40
-92,-1,-4,-2,41
-13,-36,-14,-58,68
-45,22,32,68,-16
-34,-97,-31,-51,-14
63,12,37,-80,58
-100,93,-37,46,35
59,67,-27,-80,89
48,0,-62,-5,-98
-49,19,-48,-38,66
-33,1,-5,24,-60
33,-33,74,-70,-26
-70,89,-23,-42,60
-32,-22,36,-39,65
-15,39,51,82,56
11,-73,-72,94,84
-17,-90,100,99,-93
-84,-17,-36,-56,21
86,-81,-73,98,-64
-54,27,99,-93,-58
53,-97,-13,-45,-18
84,64,87,9,14
-52,-14,-87,31,-81
-99,65,-32,-66,-39
-4,-92,67,-7,-73
-46,-38,47,88,-55
96,-92,61,-66,41
85,-28,-56,50,45
-15,73,-35,-68,94
-1,-40,-94,-86,41
16,17,94,68,-65
40,-49,-67,-2,62
-52,-69,91,4,-67
-61,100,-39,-99,-44
-81,34,-29,37,44
49,-65,29,82,-74
32,-57,99,5,-80
-4,31,23,-2,-86
92,16,91,-57,71
5,-29,-69,-61,-50
-35,84,-27,38,-8
82,32,-12,77,25
24,59,10,-89,-72
-39,20,35,0,-88
-83,-96,8,66,-52
82,55,-55,-56,61
18,-59,20,8,3
63,91,-67,-37,-34
-50,15,38,-4,58
-74,12,-94,-46,-65
-27,49,-12,-78,-43
-63,1,-58,-99,-19
-71,-29,-7,75,15
-25,-64,95,80,5
-45,26,51,37,-66
20,89,-97,14,-92
71,-22,39,-91,5
10,-64,76,49,90
29,94,-64,-79,36
58,-83,-100,50,-97
-32,-23,-14,69,29
72,-30,13,-76,98
3,-36,90,-2,-57
92,29,-81,-19,32
12,40,74,-6,-72
70,77,-48,92,84
-81,-57,-1,60,63
67,36,-15,-96,-66
-41,-43,-42,-46,42
-16,-69,-13,-48,78
-71,-31,76,-70,-12
32,6,36,54,1
-39,55,-39,-96,35
38,69,77,65,-41
-92,45,46,-79,-70
79,-19,100,55,84
18,-78,96,69,22
-87,69,-24,54,82
7,46,-98,65,-96
34,-64,-65,-34,-27
69,-18,78,41,-58
-15,47,-18,-86,-95
23,-15,-33,-62,-100
14,-5,69,-96,32
-60,-2,-57,86,-36
69,-35,5,17,22
57,69,79,-30,1
-99,12,9,39,-24
94,19,-65,47,60
26,76,28,-21,68
-11,53,-20,8,-36
86,92,-21,36,76
39,66,63,26,58
-85,-25,-43,32,-76
8,100,49,64,47
58,21,49,-6,60
23,43,-33,-69,-91
-17,36,46,-15,-37
-31,47,79,-59,-9
-16,76,45,-67,-74
46,19,-28,-15,-4
-61,-38,78,-90,-34
-99,53,29,0,67
15,1,60,98,94
-71,12,20,11,47
5,-58,42,77,88
-45,85,-64,-7,24
-19,-43,46,-14,-60
-1,77,39,-61,-23
76,37,-71,-98,-78
-74,-74,43,98,29
-88,48,-13,84,90
-21,33,-20,1,-4
-22,77,-44,38,41
97,33,-49,-79,-98
-46,22,69,-39,42
35,51,0,33,-36
-35,82,52,7,-92
-66,13,37,-50,57
-88,42,33,-74,32
-42,2,-35,-41,-68
77,59,6,-3,-31
-45,11,33,46,-49
45,-20,63,-96,82
26,-39,-97,-60,50
-25,-92,-96,76,43
-74,-98,96,89,-49
-58,-56,61,70,3
92,87,23,45,34
-9,93,-44,25,99
-44,-89,-7,-67,-61
96,79,30,36,-87
-10,-11,-47,33,-42
-53,-14,-93,31,96
-42,-94,7,-73,-47
-62,-42,-54,23,49
12,91,-62,-28,-39
65,74,99,58,-51
-74,-14,-89,-2,-51
-8,-53,2,-9,26
-15,-83,68,-48,-54
51,86,-9,97,-67
3,-35,-66,2,99
-1,-81,34,-70,12
34,88,-64,-95,-70
-22,54,55,20,-9
-20,-99,-40,-35,-4
-82,100,-13,-55,-68
-72,-63,16,-38,49
-73,56,-48,-44,-50
-55,-13,-38,-54,51
-58,-18,60,33,89
17,73,-98,-15,50
-31,-72,90,26,62
-87,15,-70,61,13
38,11,-18,10,-12
-16,-85,31,-72,90
4,58,53,77,-17
15,-98,-99,-84,-90
-96,38,-62,-88,-97
-25,54,95,-39,-70
-45,-94,-81,78,-73
-72,13,80,32,6
-100,97,-28,74,-49
18,76,56,2,-22
-47,54,1,92,-59
9,60,87,24,-43
-76,3,14,-63,88
21,19,-58,-74,46
-78,52,30,49,88
39,-49,73,-61,70
-17,-25,-29,-71,63
-51,-78,55,-44,88
-63,-35,-62,-30,9
-82,51,-10,-72,19
-85,52,29,-91,-48
-16,86,-90,16,77
-5,35,91,-70,46
-76,-42,80,-75,-23
-33,50,-74,-13,37
-85,3,63,-81,-11
-69,28,72,10,2
-99,-89,-86,-80,41
24,18,-33,-55,96
-37,-67,-4,-4,1
-57,-18,19,-3,53
-57,88,-60,51,94
-9,-32,44,-44,-94
-26,-43,46,-75,-28
-23,94,18,-76,55
71,-23,26,-10,-11
39,20,-29,33,79
-78,20,23,-7,-68
-47,-69,-21,86,-35
-68,-14,41,-2,-14
-77,-78,99,96,-39
38,50,36,99,-68
83,59,76,38,-39
72,81,1,-80,43
-43,86,32,-3,9
79,9,57,-70,16
-78,-31,96,9,55
40,-45,-49,-88,-55
27,56,-12,35,24
92,-61,86,-50,-19
-48,95,63,63,-79
-85,-23,13,-96,100
-13,-43,-54,60,-17
-49,-6,82,-57,-27
18,61,-54,85,60
17,-86,54,47,19
39,-6,-82,74,27
89,24,62,78,-94
-79,98,-91,89,-93
49,-62,-48,-1,-46
13,-90,74,96,-46
-72,90,-73,32,-33
90,71,56,29,-98
-60,-6,81,-66,-74
64,44,-25,56,-58
-66,-84,4,57,11
-40,78,-75,51,-90
-36,43,42,57,-70
-55,87,-1,75,40
3,-63,24,53,-28
-19,-46,32,-65,22
69,30,68,66,74
46,12,-49,-73,3
44,46,66,83,13
-89,-18,63,-10,70
87,-69,14,-79,1
14,54,60,-81,34
68,-73,78,50,3
-47,66,92,43,22
-73,-54,-48,-47,70
76,-25,-94,72,-92
-63,69,-17,61,0
69,-27,96,26,-86
77,43,2,-33,-94
41,8,-72,-25,69
75,83,84,90,-12
-17,63,1,-24,-35
-71,61,-45,-40,100
-16,-89,-22,17,-31
86,73,-77,38,-88
67,6,82,52,-45
79,-86,-18,-89,-87
73,67,23,-94,-98
38,84,58,51,-58
-46,-24,-11,43,34
-90,-76,-85,-97,21
55,83,-89,-20,-69
-47,-9,-84,43,32
69,59,-73,-40,12
-31,11,-93,24,-56
66,-15,4,38,-80
98,54,18,-61,-14
-31,4,-85,27,-12
86,65,85,100,98
-89,9,-47,-55,-45
58,-5,-54,88,1
67,71,51,19,0
-28,7,-71,82,-43
14,-19,28,41,7
-43,85,-59,71,50
4,67,11,14,-58
53,29,-45,86,-9
-52,-51,75,-43,-13
40,42,56,68,-40
-6,-26,6,59,73
39,35,-13,4,33
52,55,-28,99,-54
-99,-13,-28,15,-16
49,77,-4,56,3
71,-22,-32,55,-68
-100,-68,-59,95,-5
-24,87,-96,95,31
37,-41,88,-33,58
-83,-15,91,38,66
-100,-11,37,-47,72
26,68,24,-91,87
-55,4,98,59,22
-78,-8,-12,54,-60
89,36,53,77,71
67,-87,-43,78,23
-84,-21,16,-72,-48
76,91,11,-69,-39
-60,-51,-42,-25,-99
-30,-70,-15,78,-24
-58,1,-46,92,46
-75,-2,-20,-25,99
79,-15,54,53,-12
89,-82,76,-16,-89
-17,-96,-29,79,-22
-95,100,-50,89,51
58,72,-66,100,-33
-26,46,-79,-78,48
-75,-19,-12,-55,27
22,-33,-15,10,-34
-16,80,20,-15,26
-50,74,54,-96,-13
40,59,96,-92,-81
-60,100,59,-84,-70
28,-3,35,86,-20
8,-69,59,-30,-98
71,-68,71,-80,-87
12,46,-46,-3,13
-44,59,53,-77,73
62,-12,-70,-87,83
69,-95,-63,-24,75
-26,71,4,-100,64
-21,78,62,-54,25
94,86,32,96,33
-70,41,37,-50,-11
29,-34,-10,71,-95
27,12,1,-26,75
75,-6,-49,0,-53
32,-56,-24,44,-58
-17,-36,30,92,53
-31,83,-64,-94,69
-61,-41,-94,4,-21
75,9,5,80,20
-88,78,8,80,94
34,-55,-30,23,94
33,76,-80,6,93
-87,23,-38,92,22
10,72,-15,22,100
41,58,-92,-14,-72
0,-32,44,96,74
-44,-26,2,-73,-90
62,18,-4,-42,-74
-68,-98,75,-6,-41
69,-21,-18,-90,95
-67,-15,99,73,-96
-71,-63,29,-85,95
-4,60,-72,86,-22
-45,-51,-63,38,-44
7,-73,-29,-20,-72
-28,-62,14,-54,54
55,-82,90,-20,58
92,-78,-100,-32,-13
63,-8,-74,-29,35
4,-96,-97,-60,91
68,92,7,100,84
2,93,-42,-46,5
-46,25,-96,12,-88
-76,-2,-3,47,-1
19,-24,-33,27,33
-85,-10,-6,-85,-12
2,59,64,-64,72
67,-72,-16,-88,46
-58,-43,-49,58,74
-34,-95,-89,-70,-3
-11,-90,100,-33,70
-57,59,-2,-76,-45
-67,56,-21,92,-83
-92,-87,-22,72,-17
-53,-65,-24,70,62
91,-88,95,-84,37
-75,-80,64,-66,-19
26,73,46,-3,56
62,-86,11,77,-76
33,70,100,79,2
98,8,51,-26,-27
-18,15,3,9,-55
9,93,50,26,-38
-41,38,-77,-92,-6
-22,11,54,86,-47
-51,-1,92,95,75
81,100,-47,28,89
-93,93,10,-10,27
-21,-33,-5,-86,-25
-23,18,-52,-55,0
-82,85,48,-96,-82
-96,13,-15,67,-50
67,-40,46,48,-26
34,50,-17,8,-1
-77,7,-96,-21,-98
90,-77,18,-60,29
-33,23,-23,10,45
-71,-79,42,1,-17
87,-35,62,-27,-85
-82,72,-84,-81,100
-67,-20,65,-62,-47
39,9,60,-81,-21
58,-64,86,-32,-41
98,19,-23,-34,89
-4,61,69,55,98
84,27,-9,1,11
59,25,78,71,68
-64,11,-78,-71,74
41,-56,23,93,-99
44,-34,-78,-87,33
6,24,98,-93,-27
7,21,-90,22,64
-1,65,89,-6,-81
-70,80,-32,92,4
-73,-39,-12,-69,-85
79,46,-80,48,-44
87,63,-68,91,-80
-8,-76,-49,-20,39
25,-8,-100,84,-50
61,-33,-28,-64,23
-85,-28,65,-64,37
-13,98,63,-43,-47
84,-35,86,28,29
32,-99,-96,35,-65
-79,-72,69,32,59
-27,81,-33,59,42
-55,75,65,-19,-53
-84,42,90,-84,-49
70,-28,-100,-47,35
-53,-34,1,-58,89
26,-1,41,-75,-44
47,-20,64,27,84
-15,-66,-35,95,-89
-14,-78,-92,-46,0
36,-89,14,-100,-96
66,73,48,49,-31
93,37,75,22,-88
46,41,-21,-65,-79
33,-11,80,9,4
-32,13,-15,-73,11
66,60,29,-85,82
-91,-25,-16,20,65
-22,-22,76,-44,9
-46,37,18,9,63
99,-51,4,-38,16
74,47,-5,-9,79
-78,67,-14,-44,10
30,-2,90,91,69
85,77,78,39,24
-92,-19,21,-9,68
64,26,-68,33,24
-88,64,7,90,41
12,36,-36,39,75
-26,3,-76,-89,-48
85,-97,25,9,-66
16,-58,41,63,-88
-1,-86,88,-63,-49
95,-4,-4,-67,15
-4,-99,71,-10,-24
10,-66,41,-32,69
93,-43,54,-87,46
25,19,-100,-7,-60
81,-1,63,92,81
58,-43,-91,-68,-70
42,19,34,56,-10
-68,35,-94,71,36
-94,100,-52,1,71
78,-34,68,-57,90
-65,22,-34,75,-82
-10,53,-15,-59,-69
-90,-95,-74,85,63
60,-34,-13,-18,43
-99,32,62,-94,-14
37,98,86,18,-1
-30,13,-62,-14,37
-34,-81,5,-44,-51
-24,45,-100,-15,84
-80,10,51,-69,-25
42,-70,-37,-54,-59
-93,-92,-12,71,10
-7,90,-84,25,63
98,19,-4,7,-63
81,88,72,-48,-43
59,71,-10,88,4
-91,-63,23,6,86
-51,69,-55,-7,-42
-72,65,-76,-67,-63
50,81,67,96,-89
22,11,94,-76,91
29,-83,-37,71,-35
99,-20,41,-85,-26
8,37,-16,-78,37
94,23,26,-84,76
-54,37,62,-60,17
86,14,27,-2,19
95,95,-99,41,-74
-96,0,18,-27,-16
2,-45,7,78,87
60,-50,19,98,87
-20,-49,93,48,39
-91,98,14,-40,47
69,-8,66,51,-2
-37,-44,66,-56,52
-14,-63,40,99,23
68,-10,59,40,-69
63,-15,-60,16,-80
87,16,-87,37,-45
-86,63,-23,11,-13
55,19,98,6,80
-60,-40,-22,63,-59
42,14,-68,-48,-80
-84,-16,72,70,-98
-75,-9,-12,24,7
-68,-42,-12,88,47
71,98,-33,-78,-63
22,-14,-32,70,62
94,-53,100,-4,-55
1,62,-67,22,-87
-56,-100,4,-33,-15
-72,-61,-13,-94,-49
-74,60,60,83,94
53,40,-53,-50,50
-89,37,56,-59,-12
19,-44,19,-41,-89
-30,-36,-94,-95,-38
-4,64,39,-66,-81
-35,-47,2,-9,42
-62,-16,-95,-28,-21
79,-47,-13,27,43
-20,-46,-33,17,83
-54,-86,-46,76,6
-79,22,8,31,21
-52,-85,-92,30,-29
-58,-2,-65,-81,81
-63,-49,0,-1,79
79,39,17,31,-86
-70,-30,7,21,11
-72,-84,33,-46,-7
-80,9,-100,9,-4
27,-70,45,9,-2
3,-25,78,24,0
-73,98,41,20,-58
22,92,35,38,64
2,-63,-55,47,27
-38,-15,22,-1,-47
34,3,6,-93,-12
-2,-37,-18,-74,-46
82,66,11,-90,-21
-52,-56,-78,96,-33
-3,75,-87,24,4
-28,-56,23,-87,-17
-85,24,-32,85,28
-4,-22,45,-87,-10
-73,-86,-49,13,92
33,-13,-54,-42,4
-91,-89,-91,10,66
5,5,25,-92,-14
-78,-4,-27,-4,-95
43,82,79,-13,68
-67,-25,63,-32,-10
-99,-50,58,-8,-30
-69,46,65,94,16
-24,-83,-29,58,-70
92,57,73,-50,-90
-87,52,-86,37,6
95,26,85,-56,-32
-82,-15,46,88,-29
-68,46,-45,82,-53
33,72,-7,-20,-10
46,-78,-62,8,-61
27,-72,56,35,82
68,26,28,78,27
-77,-69,-23,-61,57
-66,-41,-54,-90,-88
-52,2,48,81,28
8,-93,-5,78,-21
39,-2,-78,-8,-42
70,87,3,17,-51
30,31,-70,47,-20
-19,92,-95,62,24
-89,81,-36,20,52
-28,-79,50,27,-8
4,78,-52,30,78
-92,52,10,-16,24
56,-15,42,-72,-57
37,-15,-93,51,-88
-95,83,93,-93,92
-97,72,98,96,34
-1,31,-93,-34,-11
-59,97,95,82,-5
58,5,13,-87,10
-71,-37,-19,72,-49
-60,97,30,73,19
-22,92,-79,17,-30
-66,20,84,-95,-42
97,-15,91,-45,19
-16,77,91,62,69
-13,-88,26,-26,52
96,-37,54,-25,87
-20,61,-58,9,-3
-51,-32,-91,-14,-58
11,-35,-38,-16,-51
65,56,40,-82,21
-67,15,-43,-16,-22
-51,6,50,-68,-11
89,63,66,-25,-11
-53,12,-7,13,-84
-68,-92,73,-27,-49
-1,48,-61,1,50
-61,-51,-66,26,84
-4,6,-61,-81,-93
32,-13,-4,-43,-66
77,93,-71,0,-8
8,98,-87,-52,39
-63,-34,-78,-58,62
97,7,96,-67,70
-25,5,81,-66,-83
-44,43,70,22,-62
48,-75,19,86,98
-23,53,-26,17,85
16,-1,22,63,-25
44,-96,-27,-80,18
75,-54,-57,77,-31
-56,-49,57,60,-98
39,29,56,-62,71
49,-89,-5,-25,-86
14,52,-77,-2,33
100,67,80,-45,45
-62,-87,-49,64,69
71,54,43,57,75
-1,-42,-29,-66,-53
46,-46,-94,-81,31
34,68,88,20,-2
31,-66,-41,-95,71
43,-23,-15,-39,-46
95,80,100,44,-81
54,-34,0,-75,1
38,-79,-15,58,29
-44,31,-82,49,29
39,49,62,38,55
56,52,61,45,-94
15,64,33,72,47
57,53,-18,46,32
-80,-30,89,77,-21
-78,82,35,-25,-84
-2,-40,10,47,-91
75,-24,47,-84,-48
59,11,-8,-51,-35
63,-93,73,58,17
37,87,86,-44,-30
25,76,-32,87,-76
-92,26,13,-70,27
15,85,22,-63,-41
35,86,-34,-64,56
-1,46,-58,50,-31
72,-65,-5,27,-76
8,-36,53,86,40
35,-45,-83,20,47
95,-83,31,-69,-84
-15,-82,68,10,22
85,-56,36,-15,-56
-61,2,-52,59,39
13,-92,33,-87,-52
-31,34,64,-36,-62
75,-72,-50,-94,-41
-10,-36,-24,42,-88
60,61,-34,38,16
60,45,64,-47,-41
-35,94,-4,-14,-12
-22,-68,-12,-86,0
89,-37,49,24,-29
33,-98,76,91,-98
-17,59,-81,49,100
-20,-75,-46,-99,35
33,91,-35,44,26
-46,17,-53,-20,88
-94,-30,-97,34,46
51,-40,41,-18,78
31,-73,76,71,27
-61,43,89,-67,-16
93,-11,-39,-7,-78
34,26,-8,8,-97
49,-32,-57,76,15
55,-44,-78,-96,64
45,-10,-1,-100,62
-14,42,-23,81,6
20,31,-15,-45,64
97,54,-92,-44,-69
50,-69,19,9,20
83,100,-98,-98,-73
-93,8,6,-20,-36
-61,36,27,-91,-85
-42,-13,57,-93,82
95,65,60,-69,-66
-86,-34,-7,32,47
6,44,-91,-42,67
26,-6,-2,50,37
-85,-98,1,-23,-86
-68,30,25,-63,5
56,55,-60,-26,55
-27,-81,-46,-98,4
-74,-79,-93,-19,-92
5,-56,-1,5,-55
76,-96,-86,62,59
1,-38,-15,32,20
64,-38,-89,-28,-10
93,81,-2,-67,92
-29,-36,-26,-78,-3
46,86,-50,-16,-54
-75,-41,37,28,96
-53,-97,-29,-43,-48
55,59,69,96,99
91,84,-73,-32,-83
-17,83,92,61,11
-11,-26,-78,-39,-3
98,88,-71,-86,-34
-17,-24,-35,10,41
-84,53,90,-24,-5
14,-51,-66,-9,25
-65,15,31,-6,-75
-99,-35,-63,-82,-88
75,-25,25,-79,-69
58,48,6,-63,22
68,-70,99,82,4
85,-3,-2,18,27
-76,25,-42,34,-61
-68,-1,73,54,-82
-9,-61,-10,55,-35
-74,37,39,35,13
-35,-64,-56,11,36
0,79,14,-73,32
31,43,-80,44,-91
52,-81,-20,11,-33
98,92,98,3,19
48,-40,77,-15,-62
-62,-56,48,-37,-23
-9,81,-2,28,59
-96,-76,69,25,-79
62,-75,-18,-43,-26
-61,41,100,-40,-60
15,60,32,-44,58
67,49,-65,7,-57
-75,-72,-21,-27,-97
-12,95,-23,-98,93
-98,86,-28,57,-55
-16,86,81,11,-13
93,22,-35,-40,-12
-2,36,-11,-29,-42
48,-92,-49,2,-79
-66,-19,-2,-58,87
49,-97,18,-59,-45
31,-82,-9,-90,4
-91,-64,96,33,-75
-62,-52,-100,67,79
11,26,-94,74,-76
-52,-67,91,28,-7
27,21,-75,-15,44
73,96,21,-13,31
-74,34,-11,-96,78
-97,63,-66,-79,78
-65,83,70,48,-92
46,8,37,63,63
-20,85,-12,-66,-18
-83,-85,-96,80,86
-80,6,-33,-12,-66
-9,-15,47,68,-95
97,-71,20,-92,22
94,-58,-70,-96,87
-92,48,-80,65,-46
76,85,-1,40,54
74,-67,82,55,-42
-64,-96,-8,-74,-80
-1,-72,-36,-3,-89
72,-28,13,24,-88
-11,-93,-84,95,23
77,-54,-95,-35,-39
67,-37,31,95,18
-9,55,99,54,-11
-83,-43,-69,-82,-94
-13,17,0,25,75
64,-61,-84,-47,-62
-53,58,-26,47,23
-86,-62,-10,9,-5
-65,-92,-5,63,22
49,49,-41,-18,-47
-73,71,42,-27,-20
47,-59,85,-90,25
-3,94,73,46,-90
-21,67,-61,86,-63
28,-80,-8,95,40
75,-48,63,-81,19
-10,22,7,19,-90
-75,80,12,-74,96
-35,-88,-97,-38,8
58,-52,95,76,-10
2,-37,68,-90,-28
