-72,-90,-48,-73,85,64,31
-62,75,53,6,-84,-63,-31
-84,-52,-36,58,-48,-71,-86
-58,86,80,-32,95,57,38
16,-89,-18,-96,-92,-90,-75
-56,10,-60,15,15,69,87
-28,-94,7,-51,-21,-40,-68
-92,30,-78,51,-50,46,79
16,36,25,12,62,73,23
-40,83,23,41,32,-80,17
-75,-54,26,-80,18,-77,67
78,74,43,-20,84,100,50
-93,53,-21,-43,55,-45,31
2,23,-74,-12,-37,-92,-11
-33,66,-23,49,-45,-66,72
39,-73,97,-75,0,-23,-61
73,-50,-90,-64,64,29,15
-55,-72,65,-26,-55,69,-19
-78,35,48,55,50,89,17
71,31,65,-45,24,-16,51
21,-92,-25,82,-55,-10,-39
20,70,46,62,-66,65,-33
-89,-76,59,81,-18,2,-54
18,47,-29,41,-36,-73,-48
-84,-79,66,78,-21,-16,-80
7,-34,-14,24,25,-87,68
-31,86,21,-29,20,-63,-15
71,-45,55,48,15,-45,84
68,-92,82,59,-39,-32,11
-34,-24,-18,-97,-49,-78,-13
0,72,70,61,19,51,78
41,-19,-24,1,42,20,-10
-60,30,17,-81,18,45,85
-14,-42,-39,1,-49,76,-31
79,33,-84,62,63,74,59
97,-80,56,-5,-52,-31,-66
-31,-23,-39,10,-7,-38,13
-31,13,96,31,85,53,-40
75,-93,49,50,23,-3,-89
-25,35,-22,-3,4,-74,23
-48,38,36,95,-26,-47,-71
56,-100,67,41,66,45,-1
49,97,57,42,17,-74,-71
89,-51,-41,87,14,65,-8
6,63,-39,-89,96,92,57
89,34,-13,76,-22,-15,-28
53,74,45,59,-44,-42,-1
98,-73,35,-87,83,48,-95
47,78,-91,25,-22,96,54
-61,-97,18,94,35,-54,84
-44,100,-70,-16,94,85,-89
45,14,-18,-79,-83,14,67
82,49,9,-8,-84,69,56
84,-68,-13,-86,28,44,-30
7,-47,53,-60,-24,-64,-14
3,-66,53,-84,43,72,56
83,77,62,5,-15,-23,78
-9,-40,60,73,100,32,-26
18,-81,-14,94,96,46,-1
95,-57,95,-48,-5,-19,56
-96,-3,-72,86,-40,-88,-16
-28,-1,-86,66,8,-33,-37
-43,-34,-7,61,81,-23,-23
34,-98,90,60,-16,35,13
-7,-87,44,-48,-58,-1,-87
-94,-54,21,32,-21,-60,43
-1,63,-5,-19,35,87,44
79,-6,-84,-22,69,26,-38
-67,54,-17,74,23,63,-80
-30,-58,-65,28,49,-49,-7
-100,19,-46,94,46,80,78
-44,89,71,69,2,-18,-36
-84,37,-29,-93,50,-98,-92
-51,-94,37,54,91,-2,-63
33,37,0,-84,80,36,-89
-59,-96,36,97,17,69,-12
-44,-49,75,-7,-70,-5,26
-5,39,35,41,-51,68,76
71,-1,-35,-75,89,49,-94
27,-6,17,-41,74,94,55
29,-16,-28,-61,71,-53,68
17,52,63,-88,23,36,17
99,-59,-3,90,97,83,16
72,-66,76,52,40,58,63
4,-27,-12,-88,-81,-60,-73
54,-44,51,-15,-12,74,-19
26,-14,67,-53,40,-90,99
-78,93,-9,34,-65,77,-9
-17,-13,83,23,-62,76,-74
-2,36,-90,38,-92,-66,49
4,43,98,66,-58,48,-92
-60,3,-62,27,35,94,53
8,-52,16,58,27,87,-48
-47,-37,49,-8,-42,-45,94
38,-57,-78,-81,-56,23,1
99,20,-9,58,-51,99,-61
21,2,-89,-20,56,-10,3
-87,20,57,-25,-30,-36,-30
-34,37,49,60,-32,-19,4
42,95,58,-41,-67,-83,-2
52,-64,-91,99,8,52,51
98,59,-90,-76,-24,-93,87
49,12,-17,-15,31,-80,28
-31,96,58,-16,-16,69,-33
12,24,62,-68,54,48,20
-6,-46,-76,32,0,26,14
-87,-10,33,95,34,-79,-65
-47,13,91,-6,79,-28,78
-50,32,-5,69,100,46,-55
14,-64,-3,27,-51,-14,42
-21,61,59,-46,-71,71,-93
2,6,78,-29,-11,8,-65
43,11,-4,-80,28,67,-27
15,85,12,52,-90,50,50
0,45,26,23,100,48,50
-30,-10,14,99,-1,41,21
13,4,-79,91,-89,42,11
87,49,-36,-95,-15,95,-54
-98,-60,-67,-47,-79,83,-24
-98,83,-9,-46,59,69,98
44,19,81,36,95,72,98
-86,-6,-30,-2,57,98,-50
41,10,22,-64,-78,-97,76
84,-40,70,-20,92,-51,-38
69,36,-24,-45,-74,59,-13
35,53,-64,-35,-98,5,28
-2,-65,99,51,-84,-26,-59
-44,-26,23,-18,16,74,-78
-19,18,-4,49,72,-98,-56
-21,29,-23,-87,10,-50,-1
-77,-54,-56,-54,34,48,14
58,97,33,-16,-67,51,97
-58,-57,79,-75,18,14,-95
76,17,11,-74,-44,98,15
90,100,30,-64,-88,95,91
-12,67,-64,-35,-53,23,34
-99,-43,91,-14,-84,74,-28
14,-51,17,-37,82,-87,-77
-14,38,70,56,-83,63,-4
-65,79,19,-61,44,31,27
-11,40,-42,-17,18,-53,-83
8,-22,-32,5,98,-63,-24
32,52,-65,-24,42,12,52
83,-1,86,-41,56,30,-36
27,69,94,87,-93,36,31
-51,79,0,23,-83,37,-13
23,-61,84,-97,13,-37,-99
39,46,87,99,-78,-10,-59
-61,51,-72,-41,-24,90,13
27,33,10,13,-7,-55,54
47,-63,-26,-69,-76,2,-23
90,97,-62,10,27,38,82
-54,-20,35,73,-28,-78,79
-61,-6,54,45,64,-80,-28
32,-67,82,94,-36,4,-6
58,2,26,-25,-16,-49,34
-29,5,-23,-36,-97,58,-96
-66,25,-85,-3,61,72,22
75,-71,-8,-74,-47,64,-88
87,66,-18,-77,27,-13,95
-17,-20,-65,-92,23,-13,15
10,-85,-80,80,-6,-57,-70
-90,-15,90,-45,-53,42,-36
-58,95,79,48,60,16,95
94,-81,52,27,-4,-58,17
-23,46,-47,98,69,-2,96
-4,35,10,-58,61,-64,-57
-17,55,46,48,22,80,-62
-17,-69,20,-3,-30,28,36
-25,-6,-80,64,82,25,-68
39,69,-52,90,89,46,-83
-88,-81,44,100,61,100,77
-16,-13,-38,14,-75,-67,96
-21,-82,33,2,-23,-48,-66
0,20,-26,-21,-45,43,-93
13,50,99,80,45,66,-4
-75,23,94,26,47,-78,-26
-69,10,-64,7,-51,79,93
39,83,-26,48,-47,51,-95
54,-5,-87,-93,2,25,46
100,9,-46,3,19,88,79
-87,15,-28,58,-85,1,22
1,-26,44,-13,-20,83,-72
-17,-68,-59,-46,-40,14,81
91,93,81,-29,-84,-45,-59
33,-25,-82,25,47,-19,-15
-32,15,-9,6,89,-20,0
-32,5,10,97,-91,46,25
-7,81,20,-19,-80,10,16
-29,11,0,-97,48,-65,-18
-86,23,88,2,-54,42,-25
-79,-61,4,14,14,-74,46
77,34,-9,24,-61,53,57
-84,-44,6,-29,-89,90,10
-72,-96,49,-93,-19,-57,47
57,16,63,-29,95,71,5
-5,21,-69,-10,90,49,-20
-27,39,38,57,62,-23,29
14,-21,9,30,-91,-71,-47
78,37,-78,83,-89,30,-65
-65,-43,39,70,-12,93,-13
11,24,82,-31,94,-24,-81
-49,49,-54,36,73,70,31
16,62,21,-21,-75,18,-55
82,100,-87,-75,-56,-27,4
-2,34,17,-45,-93,14,-30
-25,13,-38,47,5,13,22
-56,-56,-52,-78,8,64,-13
-88,-53,-59,9,-37,33,-96
44,-79,23,-50,-77,-61,31
47,85,-92,96,-52,-73,0
23,-33,30,24,50,-45,28
90,8,-87,61,15,18,-91
-85,-6,-85,-52,-3,36,-38
-11,-77,-44,100,3,82,-67
-42,99,43,-36,-84,-8,24
-13,77,27,-74,-42,43,80
-91,-99,-58,-63,57,-31,46
16,-8,33,-9,-62,78,82
60,-2,-79,-51,-89,-45,46
36,-23,-56,48,62,-31,77
-92,51,-85,-98,-78,-39,-30
-47,98,81,34,-50,-44,-55
83,-5,-68,-23,-25,-40,88
-45,84,-24,-97,43,44,-9
92,-25,41,59,94,-42,55
-26,-7,-19,28,84,-32,-45
-95,-40,-91,-43,74,24,90
12,39,65,3,-20,46,-36
-59,90,32,3,33,-10,-7
40,66,94,96,-79,86,15
-76,61,-31,74,-51,64,32
-30,36,41,-11,62,-43,-88
83,-3,-14,-24,39,-76,-70
75,9,-51,-86,-12,-86,26
36,-93,-95,35,-61,3,73
76,92,-59,40,93,-41,-14
-24,91,69,13,-6,-78,59
-18,-12,60,19,-41,-92,6
21,76,-73,-95,-78,39,-42
-65,-9,37,-60,20,-41,35
9,-36,-38,-13,94,-15,33
8,-38,75,56,-3,23,-69
90,-62,-78,-20,-57,1,-65
-23,-73,-44,-83,-29,7,54
-16,-99,-77,44,21,50,44
-55,79,57,-72,93,28,11
-100,90,-87,14,-70,0,4
33,-73,69,75,-33,-62,-13
-43,27,24,22,-66,-71,61
-99,14,-88,85,-9,87,-58
98,52,51,50,-71,-63,76
-46,-15,64,-4,-41,-19,12
-67,-16,70,36,-12,53,-85
-44,-20,-62,-60,-69,-98,-81
60,-17,-53,-5,-58,71,30
-10,89,53,-68,78,-83,43
-12,-21,-62,4,63,-65,-18
-86,-6,-52,-69,-35,47,-10
37,74,54,19,38,2,-78
89,66,-23,72,-46,73,2
-24,7,-58,21,-95,-92,85
45,-69,88,-2,94,45,-69
25,-84,-30,55,49,-42,71
70,-47,-5,-25,-26,50,-64
27,-10,-69,7,8,-42,56
-23,99,19,-78,52,60,-61
-74,-67,81,33,-95,-1,-30
-69,55,41,100,-43,-29,8
10,-79,24,-98,77,-41,83
-20,89,-10,-43,7,-93,80
-74,-76,-53,-48,74,-27,77
20,-94,23,21,-67,62,70
13,-56,90,52,25,-30,77
-76,-2,-100,-20,-8,21,-42
-57,18,18,-1,29,-81,92
-7,-24,37,-50,-91,-67,-19
59,-48,72,54,-38,-70,90
-35,65,-53,-84,-68,6,-50
99,11,55,84,-73,5,-92
-35,81,-49,81,-70,68,48
-20,-54,26,18,75,76,-90
85,76,2,-1,88,-32,66
-58,-98,-11,7,71,84,41
100,-10,29,68,79,84,-91
39,63,-14,94,76,17,70
-30,-43,89,16,32,50,1
-72,63,-43,80,-85,-81,-74
-63,28,19,-43,-30,36,66
-38,-84,-39,7,-92,26,40
81,-80,100,96,27,-68,40
89,46,34,67,-7,-28,-53
-35,70,44,47,-11,89,-69
-55,72,-39,-91,62,-72,-12
-35,33,-52,54,76,66,-80
69,-28,-28,-66,49,-14,-17
-99,19,10,-97,61,23,45
-96,17,-55,-6,-33,-78,-37
-82,40,-48,-70,84,-45,-81
-14,16,-27,-63,-58,51,-48
-13,58,22,11,-59,18,-66
-22,-22,66,26,43,30,-78
-50,-55,-5,-50,-71,-27,90
-84,84,18,55,-66,-70,-39
47,17,68,-4,80,77,-38
-97,54,10,-15,99,9,34
2,-38,5,18,34,-59,-72
24,36,-92,57,98,-21,63
-21,0,22,-12,81,13,-8
89,93,-3,-13,-37,-41,45
62,3,38,32,24,99,-16
53,66,78,-58,-27,-13,21
38,86,-29,44,-6,97,11
-54,69,-76,6,46,-77,31
-75,-73,38,28,-44,11,-21
39,-79,-83,51,12,82,68
-84,32,3,38,-83,91,29
1,-2,29,28,-46,-74,27
-17,51,-11,-2,36,-90,94
22,-14,59,74,-18,-31,-94
58,-95,-86,-79,49,9,-52
66,31,-7,-53,-39,73,-62
73,-38,17,98,-52,-33,85
-3,49,-74,62,7,24,-37
7,20,43,66,69,-87,-15
-62,-21,-59,50,-82,98,81
59,7,-47,25,-35,-53,-44
23,26,83,51,-88,-70,69
63,-1,76,89,78,31,97
44,78,-78,-99,-64,-60,72
-12,17,-10,-17,65,59,56
-52,-21,-1,-24,13,1,-51
-1,-28,-18,-68,32,-83,46
72,55,-6,-42,53,-48,-27
-9,-65,-75,-8,-29,67,-31
-81,13,-6,99,-74,74,77
-1,44,24,-19,86,-67,37
-4,12,-62,82,-55,60,-30
48,42,-87,-36,-41,-22,-34
-84,-63,-96,100,96,61,-11
15,99,-88,-5,33,11,58
43,-95,21,73,-31,63,87
-75,-74,94,35,-56,39,32
-12,62,94,-3,-27,49,77
24,25,31,33,56,-15,-82
-25,-6,-36,-27,74,11,15
39,-6,-38,-10,57,55,77
-33,95,-32,-35,16,-99,-1
-50,73,-2,-55,-89,36,-50
-96,88,4,80,22,0,20
-51,48,-47,10,-55,-52,79
51,38,-75,-95,-43,42,64
-28,-30,-44,50,-34,71,-20
100,24,16,62,-22,95,76
91,-88,21,-52,-87,44,-23
-48,-79,-74,45,6,79,6
44,-73,46,18,-54,-15,-89
-30,12,-38,-66,-70,-11,-94
67,-74,60,-44,11,55,64
55,-13,69,-96,27,-2,67
17,0,50,20,74,-90,-30
-77,46,6,-96,-10,-92,0
-38,80,88,-34,89,-64,-25
-8,-18,-86,-27,-93,-14,-99
72,-8,90,98,93,-20,81
-93,74,-22,-13,-65,82,69
-43,17,-86,2,54,-21,-4
81,-3,54,-62,74,20,46
-54,20,77,55,72,56,9
26,-28,66,-89,-22,98,-28
-97,89,-9,-13,21,27,-88
-97,47,74,-37,69,0,-52
-40,-88,87,58,60,-23,-75
-59,51,-6,-12,28,0,-3
-14,-72,74,51,-44,8,-20
-63,57,88,37,-48,-49,50
-3,7,-22,-41,94,-65,42
13,-50,32,6,-38,5,62
-47,-98,-91,-5,-84,-73,-28
80,26,-45,74,76,-90,-29
-91,-20,-9,100,9,12,85
52,-33,93,-15,-70,-59,99
-10,7,8,-65,98,61,70
33,-88,-50,-85,-20,-76,11
23,-93,-77,5,78,92,11
-21,-60,5,29,-28,-32,-55
7,-23,-64,-65,-10,-45,78
-59,-45,42,-35,75,-76,-31
-14,-15,-68,88,75,36,-92
-76,-46,21,53,86,-63,-71
-1,-63,99,7,76,25,77
84,43,-28,-95,-99,-59,83
57,-57,-7,-94,76,76,-64
-97,69,-59,-91,-50,-74,11
36,33,18,84,18,91,77
-71,63,-60,-9,-81,17,36
-33,-40,20,-94,-70,-95,39
-89,41,44,99,73,-27,45
-76,-32,30,-45,-18,-94,-98
-98,26,-25,87,38,92,-3
-48,-3,-99,76,-33,61,-18
3,-69,18,50,24,-36,-20
84,71,22,31,26,-56,-46
24,-95,-79,-18,23,-1,-93
96,89,-55,-47,1,-84,-74
63,32,71,-94,57,5,-75
-21,-15,18,-43,29,17,-60
2,-100,-30,95,-87,35,-99
55,-81,18,27,56,16,94
-34,-25,-56,-34,-99,65,-1
26,32,-38,-85,40,83,-28
54,-97,-100,-10,-76,-19,15
-14,-27,20,-73,-63,-9,-77
26,65,6,-33,-58,80,-41
-60,7,-100,0,89,-76,81
72,-100,-4,65,-78,-34,87
1,90,-8,-30,-14,30,-98
-55,-1,-39,82,-98,61,31
-33,34,24,-96,-81,57,-71
34,-49,-29,-72,47,-36,-14
-84,91,-55,20,83,-60,-83
20,-94,-83,-68,-61,61,69
65,50,-36,-3,86,-64,-5
-41,72,40,82,80,81,78
-30,-68,13,16,31,-86,37
39,-83,-29,-23,46,46,12
36,-4,-59,19,41,77,83
43,-73,30,22,53,32,8
-22,48,-97,-96,-69,65,-62
-47,86,32,64,90,27,-69
78,-75,38,-45,0,-16,-66
69,-69,29,-48,-58,-95,-19
27,67,79,-29,28,100,-49
80,42,-99,-17,-70,-84,-48
75,33,-49,-32,94,67,65
99,-59,-49,-72,-80,78,45
-44,-84,-92,24,-37,-74,72
0,49,-61,10,6,-97,-61
-83,-9,-38,91,93,99,63
-48,-8,-34,-67,85,-45,33
10,10,-25,-75,-31,85,43
-18,69,26,42,87,82,55
37,15,42,98,-47,45,80
-70,85,64,73,69,53,-85
30,-4,16,96,21,-89,-19
